review_idx,user_idx,product_idx,review_rating
4941,113,1057,2
4942,3560,1446,1
4943,3399,1969,1
4944,542,1097,4
4945,2695,1882,2
4946,579,1205,2
4947,1089,1921,4
4948,3364,3584,5
4949,25,3140,4
4950,1573,3975,5
4951,2049,3420,3
4952,2959,2039,3
4953,1573,1733,3
4954,141,32,3
4955,1768,1969,4
4956,648,2975,3
4957,3973,3331,4
4958,2236,3569,2
4959,3200,2926,2
4960,201,2223,1
4961,3199,3439,2
4962,257,15,5
4963,3748,3123,5
4964,547,107,3
4965,2242,3794,1
4966,2751,202,4
4967,3176,1795,4
4968,3607,1409,4
4969,3337,917,3
4970,802,1685,1
4971,942,3167,2
4972,3456,65,2
4973,3332,3651,3
4974,414,2016,5
4975,2015,1322,4
4976,1382,4025,5
4977,1099,613,2
4978,3427,652,3
4979,3656,1388,5
4980,3843,2867,2
4981,910,2121,3
4982,188,3196,4
4983,3757,4110,1
4984,2016,3829,2
4985,1314,3129,1
4986,2093,3106,3
4987,3645,538,2
4988,2131,2419,4
4989,1147,2208,4
4990,358,3178,3
4991,1552,2323,1
4992,1090,2038,5
4993,2984,963,4
4994,1681,1244,1
4995,2423,533,1
4996,162,1870,2
4997,3818,3131,5
4998,3452,1654,3
4999,3728,113,4
5000,3430,1300,5
5001,3260,2305,1
5002,2370,3307,5
5003,450,4147,2
5004,1498,1702,2
5005,1037,3815,1
5006,2232,221,1
5007,2159,2831,3
5008,1951,2644,4
5009,2556,3881,4
5010,1314,3782,5
5011,2343,1959,4
5012,3523,1297,1
5013,2952,1033,5
5014,1239,2606,4
5015,974,3184,3
5016,632,3229,1
5017,3966,1476,1
5018,1591,2366,4
5019,1051,2408,3
5020,3702,936,3
5021,2781,2968,2
5022,3303,2950,1
5023,1589,2246,1
5024,3879,2638,4
5025,2369,3951,4
5026,2961,2659,3
5027,3305,1815,1
5028,1694,3284,4
5029,437,1297,3
5030,2829,3156,1
5031,1557,1648,2
5032,3475,360,1
5033,1077,3453,2
5034,3859,3612,1
5035,3385,1165,3
5036,1305,3245,1
5037,2774,4026,4
5038,2079,3701,3
5039,2385,503,2
5040,183,1344,1
5041,3095,3380,2
5042,2592,3813,4
5043,1470,811,3
5044,3146,786,2
5045,3082,228,5
5046,3556,828,1
5047,1480,379,2
5048,1590,3812,5
5049,1588,2026,5
5050,660,3365,4
5051,160,3377,2
5052,3954,2339,4
5053,3086,1129,1
5054,3250,291,3
5055,2460,3549,5
5056,3950,2725,2
5057,1012,60,1
5058,53,2671,2
5059,2456,3340,5
5060,2895,2790,3
5061,1046,3655,1
5062,1054,3191,5
5063,2751,2493,1
5064,2308,2663,2
5065,1229,202,5
5066,3131,3162,5
5067,1495,471,5
5068,2824,3027,3
5069,1490,3357,5
5070,1036,3755,1
5071,3703,2357,5
5072,1951,3974,3
5073,3362,2584,3
5074,850,3786,2
5075,3832,2547,1
5076,354,2684,4
5077,3711,3124,1
5078,1099,3142,4
5079,2921,2308,1
5080,1740,3791,5
5081,3633,3111,4
5082,3663,348,1
5083,1465,1602,2
5084,991,3597,3
5085,1265,3778,1
5086,3066,2554,1
5087,1885,3779,3
5088,3226,322,4
5089,1810,3662,4
5090,3168,2298,5
5091,3798,180,5
5092,2342,3966,5
5093,2257,1713,2
5094,3415,29,3
5095,1112,3568,4
5096,818,2034,2
5097,1800,738,5
5098,1961,3720,3
5099,2438,55,5
5100,2373,2926,1
5101,2988,1434,5
5102,889,2065,3
5103,1856,3643,4
5104,1181,4184,3
5105,668,3295,4
5106,3723,3856,3
5107,633,2752,3
5108,2625,3634,4
5109,1643,725,1
5110,3731,1254,3
5111,137,1178,3
5112,1947,1297,2
5113,1698,895,5
5114,428,2500,2
5115,1476,1330,3
5116,2660,2475,3
5117,3922,2628,3
5118,2959,2451,1
5119,819,2969,2
5120,2189,1170,5
5121,1107,3440,1
5122,2225,2368,4
5123,198,1465,3
5124,2672,2193,1
5125,3640,1731,4
5126,1996,3295,3
5127,2739,1124,1
5128,3493,1489,3
5129,2449,265,2
5130,3770,2030,3
5131,471,1244,5
5132,2266,3767,5
5133,1949,396,3
5134,929,1481,1
5135,3900,108,4
5136,2011,3564,4
5137,3801,2907,5
5138,2680,3439,5
5139,2999,3197,1
5140,906,1186,2
5141,2223,4132,5
5142,23,3076,5
5143,3797,413,3
5144,3989,3159,2
5145,235,483,2
5146,3085,2960,5
5147,1125,3848,3
5148,929,603,1
5149,3608,1082,4
5150,3948,25,5
5151,523,198,4
5152,1809,2627,4
5153,3524,423,4
5154,431,1142,5
5155,793,2054,1
5156,1630,1121,2
5157,1737,4168,3
5158,533,1794,2
5159,3924,56,3
5160,3027,2264,2
5161,1747,21,5
5162,1676,3699,5
5163,1317,291,4
5164,2858,1995,3
5165,913,835,1
5166,1125,1915,5
5167,1526,2602,3
5168,1328,1502,5
5169,2919,3322,1
5170,2588,4137,3
5171,1024,20,4
5172,1577,1033,3
5173,1379,825,1
5174,3375,3275,4
5175,1520,3662,5
5176,1682,3794,4
5177,3840,748,5
5178,1998,4082,1
5179,227,2367,2
5180,1260,968,2
5181,873,3548,1
5182,892,2799,5
5183,1479,3016,4
5184,1037,1805,5
5185,2258,2679,2
5186,2789,2024,4
5187,397,401,3
5188,1124,2419,2
5189,2079,1924,1
5190,2946,1369,4
5191,3600,2321,5
5192,649,3325,3
5193,329,1878,2
5194,3238,2688,4
5195,1483,1398,2
5196,3894,3676,1
5197,952,1920,2
5198,2006,6,5
5199,2017,586,5
5200,3172,1522,1
5201,2669,3879,1
5202,1879,3470,3
5203,1197,822,4
5204,1773,3094,2
5205,162,3113,1
5206,3977,858,4
5207,1752,2306,1
5208,776,2551,1
5209,3335,2187,3
5210,1828,1226,5
5211,2322,2557,4
5212,3075,654,3
5213,1052,1340,5
5214,2374,2718,1
5215,940,3393,3
5216,3221,1063,5
5217,540,2533,5
5218,2536,1609,3
5219,822,1082,2
5220,1462,2649,3
5221,1089,2655,1
5222,356,156,2
5223,3605,3070,3
5224,3324,1964,5
5225,235,1235,4
5226,2275,1477,3
5227,1549,3756,5
5228,3385,831,3
5229,2097,3729,1
5230,118,1343,1
5231,2102,2165,5
5232,1674,2745,5
5233,2613,1845,2
5234,1068,462,1
5235,3887,2992,4
5236,2101,1579,1
5237,3658,201,1
5238,558,516,4
5239,3597,2397,1
5240,3749,3232,3
5241,3174,3697,3
5242,1816,1276,1
5243,3842,3294,1
5244,2006,1630,4
5245,3921,4019,1
5246,2916,2017,5
5247,398,167,3
5248,3210,976,1
5249,675,860,5
5250,3993,3945,1
5251,387,210,2
5252,2159,1609,5
5253,2662,214,3
5254,2065,3432,3
5255,3852,973,2
5256,3254,3800,5
5257,884,304,5
5258,3608,1836,4
5259,541,861,1
5260,171,4048,5
5261,2457,1856,4
5262,740,3462,2
5263,1402,2168,2
5264,3260,1634,2
5265,2906,2475,4
5266,2278,2378,3
5267,3905,1751,2
5268,3924,2683,4
5269,119,3412,4
5270,3228,486,1
5271,2832,1361,2
5272,3759,773,3
5273,2513,3778,4
5274,2152,1833,3
5275,3676,1300,3
5276,2746,182,2
5277,1996,1263,2
5278,3867,3906,1
5279,3574,146,3
5280,3765,3943,3
5281,1706,1840,4
5282,1723,803,4
5283,2223,1999,4
5284,3806,3951,3
5285,2793,1319,1
5286,1698,3799,5
5287,1445,2259,4
5288,3206,2941,5
5289,3463,4062,1
5290,1760,2053,3
5291,1525,3853,5
5292,665,216,2
5293,33,786,3
5294,2103,1636,2
5295,2567,2300,1
5296,2804,3753,5
5297,3897,3110,5
5298,3710,285,1
5299,2060,3582,1
5300,1552,2011,3
5301,720,2414,1
5302,2603,1644,4
5303,2421,1128,2
5304,484,3473,1
5305,973,1270,4
5306,3719,3779,5
5307,3300,644,1
5308,2671,2779,2
5309,307,26,2
5310,457,3323,3
5311,2208,2046,5
5312,331,3938,5
5313,2824,1026,2
5314,225,3831,4
5315,3031,1069,2
5316,2777,939,1
5317,3576,4099,3
5318,1480,1473,1
5319,3117,3648,5
5320,3286,2326,1
5321,1083,176,5
5322,644,1144,3
5323,616,3511,5
5324,195,4063,3
5325,3997,951,4
5326,489,2745,4
5327,2205,121,3
5328,2658,1921,2
5329,1250,1685,3
5330,2460,969,5
5331,3277,3809,4
5332,1103,3316,4
5333,1148,1105,3
5334,2519,2506,2
5335,1242,3885,3
5336,516,733,5
5337,1626,1582,5
5338,1128,3680,1
5339,393,3853,2
5340,631,2428,4
5341,3717,324,5
5342,1848,3700,5
5343,2656,2993,2
5344,980,362,3
5345,434,2101,1
5346,3403,1893,5
5347,3215,2755,1
5348,3872,1473,4
5349,2588,1107,1
5350,278,2427,5
5351,233,1804,3
5352,1553,2028,5
5353,1595,81,4
5354,1114,2969,1
5355,3564,2542,3
5356,3271,3740,3
5357,2410,2989,1
5358,3513,325,1
5359,26,2362,1
5360,3097,1235,4
5361,1418,103,3
5362,2555,747,5
5363,3373,3692,4
5364,3411,3486,1
5365,2315,1248,1
5366,461,3065,5
5367,3765,1720,5
5368,2504,2203,5
5369,3432,3306,2
5370,1092,2537,4
5371,1007,3486,2
5372,2911,1790,5
5373,3484,1765,3
5374,1995,3358,4
5375,491,2998,2
5376,3905,260,1
5377,1073,1919,4
5378,3759,1787,3
5379,2612,100,3
5380,3174,3906,5
5381,216,2343,5
5382,3510,3234,1
5383,1724,3250,3
5384,1593,328,5
5385,2607,1352,2
5386,159,2812,5
5387,2537,2290,1
5388,686,1366,1
5389,3314,3163,2
5390,2842,3100,4
5391,1777,3703,3
5392,3954,1409,1
5393,2053,1511,3
5394,3668,220,2
5395,1844,2169,2
5396,2409,3187,4
5397,2507,3240,1
5398,2296,1270,2
5399,1590,3818,5
5400,1697,68,3
5401,2994,1672,3
5402,2470,743,5
5403,1947,2013,3
5404,3810,1706,5
5405,2063,1447,3
5406,2784,3070,2
5407,3645,291,4
5408,1146,3680,1
5409,2325,3911,1
5410,1582,353,1
5411,2501,1264,1
5412,3462,1827,1
5413,3366,1606,5
5414,3646,3837,2
5415,2646,3399,4
5416,2494,3007,1
5417,2258,1005,3
5418,3662,2079,3
5419,2762,2496,4
5420,2350,2262,1
5421,1933,3765,1
5422,3295,1738,2
5423,1758,3097,3
5424,2051,2445,3
5425,990,337,5
5426,1542,2984,3
5427,1117,968,1
5428,2568,672,1
5429,3500,1304,3
5430,493,2671,5
5431,3307,2607,4
5432,620,1715,3
5433,3233,2596,4
5434,3793,2971,3
5435,3824,3270,4
5436,2379,2602,1
5437,2381,479,1
5438,2098,844,4
5439,1547,1626,2
5440,863,1881,1
5441,1692,3652,5
5442,3564,2118,5
5443,1606,505,4
5444,3753,110,2
5445,2320,1406,5
5446,580,3481,1
5447,1891,351,3
5448,1276,1558,3
5449,2608,3043,1
5450,2744,2837,2
5451,1856,3629,4
5452,3771,2042,1
5453,3162,111,3
5454,2494,1766,4
5455,3065,1202,2
5456,1356,2979,5
5457,1163,2473,3
5458,357,2376,2
5459,1625,11,1
5460,2322,2302,2
5461,3091,1590,2
5462,2007,1502,4
5463,2359,129,3
5464,870,3604,3
5465,886,290,2
5466,2002,1677,1
5467,2202,1845,2
5468,1414,3636,1
5469,1284,2694,4
5470,620,1828,3
5471,883,1371,3
5472,797,3823,3
5473,3643,183,3
5474,2173,351,4
5475,3426,3587,2
5476,1297,1402,3
5477,619,2756,5
5478,1835,2850,1
5479,245,3213,1
5480,2896,3968,3
5481,2498,3928,1
5482,930,3430,1
5483,1271,3489,4
5484,520,1896,1
5485,3213,2909,4
5486,2410,1412,1
5487,8,3383,4
5488,2526,1944,1
5489,3424,4000,5
5490,2020,3119,2
5491,495,656,4
5492,1630,350,5
5493,2881,3999,2
5494,3499,1144,2
5495,1063,398,5
5496,2641,646,3
5497,187,4133,3
5498,3668,2235,4
5499,3672,2773,3
5500,2802,1484,4
5501,1878,2235,5
5502,2141,1984,3
5503,86,1963,3
5504,3116,810,1
5505,137,3197,1
5506,2469,514,2
5507,2122,334,1
5508,3620,2513,5
5509,1637,4096,4
5510,3584,8,4
5511,3228,2004,1
5512,3327,2129,1
5513,2219,1299,4
5514,1752,2947,2
5515,2218,1845,3
5516,1788,3612,2
5517,872,3066,5
5518,2370,1103,5
5519,3639,680,3
5520,2504,3370,3
5521,944,4048,2
5522,1627,2824,4
5523,2838,10,3
5524,2661,2832,2
5525,3227,3948,2
5526,2937,2187,4
5527,349,674,2
5528,3523,2028,5
5529,3948,1457,4
5530,1677,44,1
5531,1197,3610,2
5532,10,1895,3
5533,2788,3782,3
5534,3337,2287,4
5535,1462,2572,3
5536,3832,1416,3
5537,3319,9,1
5538,667,1863,3
5539,2594,1234,4
5540,1523,3126,4
5541,2177,2458,5
5542,3744,10,2
5543,601,3005,2
5544,2653,268,2
5545,327,3862,4
5546,3825,2715,3
5547,3907,2642,2
5548,980,3807,3
5549,2452,1392,3
5550,629,1083,5
5551,1630,294,2
5552,3747,4080,4
5553,3683,2836,4
5554,3697,2155,5
5555,3431,2345,2
5556,3675,3924,3
5557,3930,1855,2
5558,2766,3869,4
5559,3089,3791,4
5560,274,3033,4
5561,685,845,3
5562,116,1708,4
5563,861,2008,2
5564,2004,1274,3
5565,693,2105,2
5566,3163,2968,1
5567,1106,1213,1
5568,2372,2296,3
5569,3009,2198,4
5570,2162,3285,4
5571,1793,2265,3
5572,3130,1611,2
5573,154,1419,1
5574,1901,1787,4
5575,1428,3483,4
5576,3700,1878,1
5577,3927,2908,3
5578,1290,380,3
5579,315,3301,3
5580,3787,694,4
5581,1065,3577,2
5582,105,4146,5
5583,1925,1448,3
5584,1914,2391,5
5585,1217,1756,2
5586,1425,3085,4
5587,3350,1880,5
5588,2402,2810,3
5589,3064,848,5
5590,1773,2972,1
5591,1961,4062,2
5592,2781,1196,1
5593,1604,1513,2
5594,709,3903,2
5595,3328,3321,4
5596,651,2458,2
5597,2872,3463,2
5598,947,3451,3
5599,661,227,1
5600,2147,1808,5
5601,2636,419,4
5602,2330,1876,2
5603,3955,3156,3
5604,2451,919,2
5605,1133,4055,4
5606,700,3819,1
5607,2247,2632,5
5608,3375,3675,3
5609,2039,1346,4
5610,2375,1830,4
5611,2202,1664,2
5612,552,85,3
5613,3717,3813,5
5614,405,887,4
5615,462,3340,5
5616,2180,2676,1
5617,2839,2798,2
5618,874,4148,5
5619,84,2132,4
5620,1423,3695,4
5621,2802,2760,4
5622,2676,2779,4
5623,3181,741,3
5624,221,2877,2
5625,3976,1712,3
5626,2601,56,3
5627,1392,3363,2
5628,3219,2860,4
5629,112,807,1
5630,615,3057,3
5631,1582,1007,5
5632,2972,4104,3
5633,3566,1782,2
5634,3577,990,3
5635,475,3934,5
5636,2884,3165,3
5637,1914,3370,1
5638,271,2079,3
5639,2469,378,5
5640,1921,2378,4
5641,2755,282,1
5642,1391,2920,4
5643,3352,4165,3
5644,3355,3595,5
5645,40,1839,2
5646,1983,2893,1
5647,2237,215,5
5648,3236,2121,2
5649,994,3794,1
5650,2013,2871,1
5651,3608,786,3
5652,2584,938,2
5653,3076,1690,1
5654,3907,3712,1
5655,290,1257,3
5656,2481,3113,3
5657,2519,1338,4
5658,3253,270,4
5659,3320,1491,4
5660,2676,2122,4
5661,279,1681,2
5662,2925,3854,2
5663,581,410,5
5664,863,1442,5
5665,254,2259,4
5666,181,792,4
5667,3902,360,2
5668,681,423,4
5669,825,121,4
5670,3581,2221,2
5671,3833,4130,1
5672,700,2966,2
5673,2614,71,4
5674,1350,3693,2
5675,1381,3730,5
5676,3897,14,1
5677,1674,3901,1
5678,2728,3620,1
5679,2439,271,2
5680,1639,3125,5
5681,1958,1584,3
5682,3157,523,5
5683,3389,2818,5
5684,212,2840,4
5685,1539,443,5
5686,384,2084,2
5687,1715,2928,1
5688,342,1222,5
5689,1839,3450,5
5690,1988,2441,3
5691,844,2363,3
5692,3110,895,4
5693,1535,3903,3
5694,420,2254,4
5695,2799,2011,2
5696,3241,3216,1
5697,1989,2561,3
5698,1933,2847,2
5699,3415,1046,1
5700,1850,2935,2
5701,306,471,2
5702,3614,372,2
5703,2750,3404,2
5704,869,1404,3
5705,2585,3947,5
5706,1136,4076,2
5707,1435,2521,1
5708,206,1008,3
5709,3257,3347,3
5710,3454,668,2
5711,496,1447,2
5712,3451,3967,1
5713,3119,1908,5
5714,1910,2368,3
5715,3812,2106,2
5716,3623,3030,4
5717,3600,41,4
5718,2552,126,2
5719,1046,778,4
5720,213,836,1
5721,310,879,5
5722,2709,837,4
5723,1992,525,1
5724,2801,1252,4
5725,272,735,1
5726,3643,169,1
5727,1823,1149,2
5728,2986,300,3
5729,3274,3322,1
5730,2080,522,4
5731,443,618,2
5732,2210,3585,3
5733,2815,1718,5
5734,254,302,1
5735,521,653,1
5736,977,3302,3
5737,3723,4160,2
5738,3552,2638,5
5739,10,2280,3
5740,2774,1623,5
5741,2553,1682,3
5742,2833,92,2
5743,3908,3707,4
5744,1584,961,3
5745,2484,4160,4
5746,1135,844,3
5747,153,219,1
5748,1659,704,2
5749,2965,247,1
5750,2917,4038,5
5751,3174,57,4
5752,2801,3960,5
5753,1857,1859,4
5754,1215,1913,4
5755,1753,267,2
5756,2611,3483,5
5757,3876,1681,1
5758,1105,3194,1
5759,2537,1532,4
5760,895,2007,4
5761,1112,3451,4
5762,3266,1020,5
5763,104,318,5
5764,3855,1601,3
5765,3168,711,1
5766,3495,3197,4
5767,1915,451,5
5768,3270,1882,3
5769,3073,1744,4
5770,1007,1324,1
5771,407,3561,5
5772,1402,2681,4
5773,167,3052,2
5774,509,2352,2
5775,1662,2705,1
5776,2361,2641,3
5777,3665,4126,3
5778,3490,3449,2
5779,763,695,1
5780,681,2194,2
5781,2525,340,4
5782,2121,1769,5
5783,1165,92,3
5784,582,172,5
5785,262,2750,1
5786,1364,3103,1
5787,1332,621,2
5788,2293,989,1
5789,1539,77,5
5790,3409,2199,3
5791,3647,231,2
5792,561,2176,1
5793,1100,2908,4
5794,1904,2545,1
5795,175,3613,3
5796,2157,2858,2
5797,2231,1554,3
5798,192,2666,5
5799,65,3741,5
5800,3921,962,1
5801,3011,1628,4
5802,1498,1968,4
5803,3855,3332,2
5804,3172,1075,1
5805,1568,3205,3
5806,2912,1029,1
5807,1152,648,4
5808,3524,3163,3
5809,1938,903,3
5810,369,4068,4
5811,851,1504,2
5812,43,2863,1
5813,1908,2898,4
5814,3491,1346,1
5815,2536,490,1
5816,78,426,2
5817,2874,2732,3
5818,1825,3992,4
5819,1294,1408,3
5820,674,423,5
5821,701,2956,4
5822,759,1215,1
5823,1924,3943,4
5824,2776,1801,3
5825,3387,2070,5
5826,2973,2378,2
5827,3923,2104,4
5828,902,1272,2
5829,2937,3844,5
5830,993,435,3
5831,1192,3599,5
5832,2387,3550,4
5833,2241,3772,1
5834,1477,535,3
5835,2331,381,4
5836,3408,2151,3
5837,390,4125,3
5838,1000,3926,4
5839,525,3129,1
5840,3312,4050,1
5841,1856,547,4
5842,1507,3617,3
5843,659,1752,3
5844,2764,3116,4
5845,3664,219,4
5846,891,126,5
5847,3627,1329,1
5848,1482,1224,3
5849,3161,4181,3
5850,3732,2771,3
5851,3167,1575,3
5852,452,1943,4
5853,2476,3341,1
5854,3223,2415,5
5855,1538,1255,4
5856,3448,988,3
5857,3094,1849,1
5858,883,3902,1
5859,313,3720,2
5860,840,1318,4
5861,2567,1372,1
5862,3278,361,4
5863,375,358,1
5864,451,3202,1
5865,3698,3891,5
5866,3856,2784,2
5867,3063,64,4
5868,595,2229,3
5869,3251,2635,5
5870,1234,3850,3
5871,500,3939,5
5872,464,1516,1
5873,3912,580,2
5874,3196,2332,4
5875,113,2414,1
5876,1036,2159,3
5877,3198,2126,2
5878,3637,3770,3
5879,2379,2284,4
5880,1925,3767,3
5881,3355,3106,2
5882,140,3553,4
5883,1425,3476,1
5884,2950,1839,1
5885,3169,222,2
5886,517,896,2
5887,2617,3412,2
5888,1948,3009,3
5889,2894,985,1
5890,3141,1633,1
5891,2166,3671,1
5892,888,2891,4
5893,3131,2044,5
5894,3105,1409,2
5895,1342,3873,4
5896,50,1336,5
5897,3952,3638,2
5898,3561,3459,5
5899,19,3601,1
5900,726,1376,5
5901,2245,1534,2
5902,3963,1953,4
5903,1474,3258,2
5904,2607,2992,5
5905,3751,3497,5
5906,452,4158,2
5907,2337,3473,1
5908,1165,2918,2
5909,1108,1166,2
5910,3766,2359,5
5911,2439,3239,3
5912,3663,2151,5
5913,215,2076,5
5914,1550,3668,5
5915,2263,2182,5
5916,3475,59,1
5917,128,1959,4
5918,1846,185,2
5919,3549,2620,2
5920,760,1681,3
5921,2452,578,1
5922,3101,3955,3
5923,1816,71,2
5924,2386,556,3
5925,2879,852,5
5926,2762,1219,5
5927,361,3641,2
5928,569,1913,3
5929,1416,2731,5
5930,2266,2366,1
5931,1598,267,1
5932,1693,3917,2
5933,202,1401,4
5934,2065,3694,4
5935,2370,2327,3
5936,518,2802,2
5937,3642,2035,2
5938,1349,2831,5
5939,1436,985,5
5940,1342,4100,1
5941,681,1076,1
5942,1989,1024,2
5943,3154,3898,5
5944,3546,280,5
5945,1492,1112,2
5946,425,1184,1
5947,1969,2076,5
5948,3803,3600,4
5949,1713,3943,3
5950,3276,272,1
5951,3655,1124,4
5952,3067,3980,2
5953,2435,1228,2
5954,778,190,3
5955,2146,546,5
5956,3417,2342,4
5957,1827,3967,5
5958,208,4015,4
5959,1538,769,2
5960,1660,3776,2
5961,3864,2732,5
5962,2634,1011,5
5963,2214,465,4
5964,22,2601,3
5965,154,917,2
5966,1963,1453,4
5967,3511,3469,1
5968,3367,66,5
5969,219,2603,2
5970,669,1726,3
5971,1519,1500,3
5972,2278,1905,1
5973,2068,3965,5
5974,2601,2810,5
5975,950,4091,4
5976,2196,887,1
5977,3180,3809,3
5978,403,4178,3
5979,596,1961,1
5980,3555,2748,1
5981,2415,44,3
5982,3906,3843,1
5983,1438,1889,1
5984,3381,3899,5
5985,2850,3893,1
5986,2966,720,3
5987,3907,691,2
5988,1158,1946,3
5989,1743,110,5
5990,1307,515,1
5991,3850,637,3
5992,73,3329,4
5993,481,627,2
5994,3424,70,3
5995,560,2507,1
5996,3398,3890,5
5997,745,3800,2
5998,1467,1851,4
5999,100,2879,4
6000,1083,3353,1
6001,2556,3978,4
6002,2306,1635,2
6003,413,3477,4
6004,3524,2544,1
6005,1089,769,4
6006,2643,2604,5
6007,1178,992,2
6008,2009,1729,1
6009,2314,2029,1
6010,821,1530,5
6011,3151,489,1
6012,3387,4153,3
6013,662,512,1
6014,2995,3320,4
6015,560,2152,1
6016,2965,2605,2
6017,2939,2108,1
6018,1272,735,2
6019,1814,3310,5
6020,2916,371,3
6021,610,2074,4
6022,2462,2302,3
6023,25,1831,3
6024,2029,1860,5
6025,284,917,1
6026,1473,3176,3
6027,2929,2663,4
6028,301,2635,2
6029,1092,1238,5
6030,1031,2161,5
6031,817,1336,3
6032,3209,2617,1
6033,3236,2944,3
6034,83,762,2
6035,1921,3719,3
6036,3722,2701,1
6037,3492,2132,5
6038,3145,1954,4
6039,3309,949,5
6040,2094,302,1
6041,618,4025,5
6042,2976,2589,3
6043,3872,3695,3
6044,2310,2702,3
6045,176,1476,3
6046,1190,614,1
6047,2705,669,2
6048,842,2129,3
6049,370,218,5
6050,1819,2932,1
6051,2102,749,1
6052,690,201,4
6053,3491,2622,3
6054,1780,722,5
6055,3579,952,2
6056,1365,1882,2
6057,3199,2228,5
6058,1433,1433,1
6059,3996,2321,5
6060,367,1777,4
6061,3343,699,1
6062,644,2969,4
6063,3677,622,2
6064,2427,2588,3
6065,73,460,4
6066,3995,1085,5
6067,3994,300,3
6068,2963,2545,2
6069,1272,1276,5
6070,860,1431,4
6071,3857,3453,5
6072,43,2389,3
6073,2425,1822,5
6074,1065,989,4
6075,2218,214,1
6076,2260,532,2
6077,1517,2918,2
6078,3752,3620,3
6079,2087,1985,5
6080,369,2259,5
6081,2805,2219,4
6082,151,2110,2
6083,1135,3061,2
6084,1504,1609,3
6085,1460,2525,2
6086,1071,690,4
6087,1024,2100,4
6088,1599,1101,2
6089,2785,119,3
6090,2041,2769,4
6091,1390,506,3
6092,69,2201,5
6093,2347,1042,2
6094,944,3136,5
6095,802,497,5
6096,2344,4175,2
6097,2251,59,5
6098,61,3133,2
6099,946,3539,3
6100,3011,1654,5
6101,3902,1707,5
6102,1338,244,4
6103,1185,2256,5
6104,331,1675,1
6105,1552,2693,5
6106,338,39,5
6107,1630,3248,4
6108,1328,1616,1
6109,1527,20,3
6110,1674,221,2
6111,1362,3772,5
6112,1574,251,3
6113,2687,507,3
6114,275,869,2
6115,1188,3991,2
6116,3515,1170,3
6117,2367,740,1
6118,2637,1791,4
6119,2552,424,3
6120,3758,3056,2
6121,2435,2204,4
6122,1994,1984,2
6123,870,3923,3
6124,2881,2398,4
6125,1015,1958,2
6126,1912,1790,2
6127,603,585,1
6128,3822,3201,2
6129,1800,1343,5
6130,691,1209,3
6131,494,2823,5
6132,490,3694,3
6133,2769,2448,1
6134,3145,1166,3
6135,2557,2306,1
6136,390,1063,4
6137,3691,3355,5
6138,3929,1848,5
6139,295,526,1
6140,1393,1383,5
6141,2844,4107,5
6142,2913,2723,1
6143,1718,1988,1
6144,2597,4068,2
6145,649,4105,5
6146,1874,4124,5
6147,568,686,4
6148,3259,2550,5
6149,2901,3867,1
6150,2818,2826,3
6151,445,3735,2
6152,3642,1242,1
6153,363,3501,3
6154,2171,1662,5
6155,1212,2051,1
6156,742,4139,5
6157,2042,3262,4
6158,680,4138,4
6159,2468,3844,2
6160,3698,1982,3
6161,3324,648,1
6162,1643,3924,2
6163,1573,2705,5
6164,1359,1983,1
6165,2140,1929,1
6166,3602,2558,5
6167,3938,4133,2
6168,63,2020,2
6169,3734,823,4
6170,2560,2565,1
6171,1163,2833,2
6172,3770,1021,1
6173,3257,1082,4
6174,1229,2023,3
6175,2820,3676,3
6176,3286,2884,4
6177,256,1780,1
6178,135,1820,2
6179,3645,3762,2
6180,875,228,5
6181,822,874,2
6182,2136,3651,1
6183,3908,3429,1
6184,3036,1292,4
6185,3279,2917,5
6186,3201,1028,2
6187,823,3550,1
6188,3075,121,1
6189,974,742,3
6190,2982,3882,1
6191,1778,1510,5
6192,121,1243,2
6193,3457,2091,3
6194,1638,2918,1
6195,3110,3782,5
6196,1365,1713,4
6197,1008,2636,2
6198,925,3765,4
6199,645,594,5
6200,2033,1034,4
6201,2762,2840,2
6202,2908,212,5
6203,2069,1406,1
6204,242,3812,4
6205,2503,3077,3
6206,3011,922,4
6207,2669,2040,5
6208,2351,2200,3
6209,1620,4063,5
6210,3667,3239,5
6211,803,1494,3
6212,964,4174,5
6213,69,1578,3
6214,1153,1598,1
6215,196,2429,5
6216,2188,2996,1
6217,3516,313,2
6218,2331,2443,4
6219,2360,3982,1
6220,746,4076,4
6221,3607,4,3
6222,1689,886,2
6223,277,192,3
6224,61,2381,5
6225,3391,1236,4
6226,1914,3279,3
6227,2100,3034,4
6228,3928,2404,5
6229,2201,262,5
6230,1773,2370,4
6231,1335,2468,2
6232,1838,1935,4
6233,2592,1260,4
6234,567,2055,3
6235,3936,534,4
6236,3461,2120,2
6237,1572,1524,2
6238,622,2666,4
6239,2026,2187,1
6240,1201,3458,4
6241,3434,2590,3
6242,314,1941,1
6243,2855,3737,5
6244,2896,73,5
6245,2145,2888,1
6246,2929,988,4
6247,1237,1346,5
6248,2877,3413,3
6249,137,1787,5
6250,1030,1032,3
6251,3059,2007,1
6252,2157,1231,3
6253,2595,411,2
6254,3111,2306,2
6255,662,1820,2
6256,2473,3093,2
6257,2678,2592,1
6258,2309,2503,3
6259,3498,662,4
6260,87,1230,2
6261,2513,1357,2
6262,2124,3093,5
6263,2519,1674,2
6264,2462,1089,4
6265,2873,3649,4
6266,2943,3551,5
