url,Name,Price,Rating,제조회사,등록년월,AMD CPU종류,소켓 구분,코어 수,스레드 수,메모리 규격,내장그래픽,세대 구분,출시일,제조 공정,,기본 클럭,최대 클럭,L2 캐시,L3 캐시,연산 체계,TDP,PPT,PCIe 버전,최대 PCIe 레인수,최대 메모리 크기,메모리 클럭,메모리 채널,GPU 모델명,GPU 코어 속도,SMT(하이퍼스레딩),AMD Ryzen Master,AMD 3D V캐시,패키지 형태,쿨러,시네벤치R23(싱글),시네벤치R23(멀티),적합성평가인증,안전확인인증,인텔 CPU종류,버스 속도,PBP-MTP,인텔 XTU,인텔 딥러닝부스트,StoreMI,VR Ready 프리미엄,SenseMI,인텔 퀵싱크,AMD Ryzen AI,옵테인,유통회사,AMD PRO
//img.danawa.com/prod_img/500000/601/627/img/19627601_1.jpg?shrink=130:130&_v=20240808140833,AMD 라이젠9-5세대 7950X3D (라파엘),1043610원,4.9,AMD(제조사 웹사이트 바로가기),2023년 04월,라이젠9-5세대,AMD(소켓AM5),16코어,32스레드,DDR5,내장그래픽:탑재,5세대(Zen4),2023 1분기,5nm,,4.2GHz,5.7GHz,16MB,128MB,64비트,120W,162W,PCIe5.0,28(24)레인,128GB,5200MHz,2,AMD 라데온 그래픽,"2,200MHz",○,○,○,멀티팩(정품),미포함,2060,36372,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/442/640/img/18640442_1.jpg?shrink=130:130&_v=20240311175847,인텔 코어i9-13세대 13900F (랩터레이크),720120원,5.0,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:미탑재,,2023 1분기,10nm(인텔7),,2.0GHz,5.6GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,,,○,,,정품,인텔 기본쿨러 포함,2180,37135,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-13세대,DMI4.0 8 GT/s,65-219W,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/205/640/img/18640205_1.jpg?shrink=130:130&_v=20240311180129,인텔 코어i3-13세대 13100 (랩터레이크),169400원,4.8,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),4코어,8스레드,"DDR5, DDR4",내장그래픽:탑재,,2023 1분기,10nm(인텔7),,3.4GHz,4.5GHz,5MB,12MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,인텔 UHD 730,"1,500MHz",○,,,정품,인텔 기본쿨러 포함,1697,8774,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i3-13세대,DMI4.0 8 GT/s,60-89W,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/464/101/img/16101464_1.jpg?shrink=130:130&_v=20240404144201,인텔 코어i7-12세대 12700F (엘더레이크),377570원,4.8,인텔(제조사 웹사이트 바로가기),2022년 01월,,인텔(소켓1700),P8+E4코어,16+4스레드,"DDR5, DDR4",내장그래픽:미탑재,,2022 1분기,10nm(인텔7),,2.1GHz,4.9GHz,12MB,25MB,64비트,65~180W,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,,,○,,,정품,인텔 기본쿨러 포함,1854,20718,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i7-12세대,DMI4.0 8 GT/s,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/104/026/img/11026104_1.jpg?shrink=130:130&_v=20220711171041,AMD 라이젠5-2세대 2600X (피나클 릿지),55750원,N/A,AMD 라이젠5-2세대,2018년 04월,라이젠5-2세대,AMD(소켓AM4),헥사(6) 코어,12스레드,DDR4,내장그래픽:미탑재,2세대(Zen+),2018 2분기,12nm,,3.6GHz,4.25GHz,3MB,16MB,64비트,95W,,,16레인,,2933MHz,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/162/333/img/6333162_1.jpg?shrink=130:130&_v=20200515132500,AMD 라이젠5-2세대 2600 (피나클 릿지),48660원,N/A,AMD 라이젠5-2세대,2018년 04월,라이젠5-2세대,AMD(소켓AM4),헥사(6) 코어,12스레드,DDR4,내장그래픽:미탑재,2세대(Zen+),2018 2분기,12nm,,3.4GHz,3.9GHz,3MB,16MB,64비트,65W,,,16레인,,2933MHz,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/231/521/img/27521231_1.jpg?shrink=130:130&_v=20240528125843,AMD 라이젠7-4세대 5800X3D (버미어),750000원,5.0,AMD(제조사 웹사이트 바로가기),2023년 08월,라이젠7-4세대,AMD(소켓AM4),8코어,16스레드,DDR4,내장그래픽:미탑재,4세대(Zen3),2022 2분기,7nm,,3.4GHz,4.5GHz,4MB,96MB,64비트,105W,142W,PCIe4.0,24(20)레인,,3200MHz,2,,,○,,○,멀티팩(정품),미포함,1452,14414,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/534/176/img/10176534_1.jpg?shrink=130:130&_v=20200515132735,AMD 라이젠5-2세대 3400G (피카소),372600원,4.7,AMD(제조사 웹사이트 바로가기),2019년 12월,라이젠5-2세대,AMD(소켓AM4),4코어,8스레드,DDR4,내장그래픽:탑재,2세대(Zen+),2019 3분기,12nm,,3.7GHz,4.2GHz,2MB,4MB,64비트,65W,,PCIe3.0,8레인,,2933MHz,2,AMD 라데온 Vega 11,1400MHz,○,,,멀티팩(정품),Wraith Spire 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/446/594/img/15594446_1.jpg?shrink=130:130&_v=20220111112347,인텔 코어i5-12세대 12600KF (엘더레이크),236590원,4.8,인텔(제조사 웹사이트 바로가기),2021년 11월,,인텔(소켓1700),P6+E4코어,12+4스레드,"DDR5, DDR4",내장그래픽:미탑재,,2021 4분기,10nm(인텔7),,3.7GHz,4.9GHz,9.5MB,20MB,64비트,125~150W,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,,,○,,,정품,미포함,1936,17438,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-12세대,DMI4.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/569/039/img/18039569_1.jpg?shrink=130:130&_v=20230627160321,인텔 코어i9-13세대 13900K (랩터레이크),880770원,4.8,인텔(제조사 웹사이트 바로가기),2022년 10월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:탑재,,2022 4분기,10nm(인텔7),,3.0GHz,5.8GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,인텔 UHD 770,"1,650MHz",○,,,정품,미포함,2251,38207,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-13세대,DMI4.0 8 GT/s,125-253W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/353/333/img/6333353_1.jpg?shrink=130:130&_v=20200702174112,AMD 라이젠7-2세대 2700X (피나클 릿지),83370원,N/A,AMD 라이젠7-2세대,2018년 04월,라이젠7-2세대,AMD(소켓AM4),옥타(8) 코어,16스레드,DDR4,내장그래픽:미탑재,2세대(Zen+),2018 2분기,12nm,,3.7GHz,4.35GHz,4MB,16MB,64비트,105W,,,16레인,,2933MHz,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/106/640/img/18640106_1.jpg?shrink=130:130&_v=20240311180145,인텔 코어i3-13세대 13100F (랩터레이크),119270원,4.9,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),4코어,8스레드,"DDR5, DDR4",내장그래픽:미탑재,,2023 1분기,10nm(인텔7),,3.4GHz,4.5GHz,5MB,12MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,,,○,,,정품,인텔 기본쿨러 포함,1708,8728,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i3-13세대,DMI4.0 8 GT/s,58-89W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/840/100/img/16100840_1.jpg?shrink=130:130&_v=20230112141604,인텔 셀러론 G6900 (엘더레이크),94430원,4.5,인텔(제조사 웹사이트 바로가기),2022년 01월,,인텔(소켓1700),2코어,2스레드,"DDR5, DDR4",내장그래픽:탑재,,2022 1분기,10nm(인텔7),,3.4GHz,,2.5MB,4MB,64비트,46W,,"PCIe5.0, 4.0",20레인,128GB,"4800, 3200MHz",2,인텔 UHD 710,1300MHz,,,,정품,인텔 기본쿨러 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,셀러론,DMI4.0 8 GT/s,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/512/039/img/18039512_1.jpg?shrink=130:130&_v=20240311180247,인텔 코어i9-13세대 13900KF (랩터레이크),846050원,4.9,인텔(제조사 웹사이트 바로가기),2022년 10월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:미탑재,,2022 4분기,10nm(인텔7),,3.0GHz,5.8GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,,,○,,,정품,미포함,2258,38753,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-13세대,DMI4.0 8 GT/s,125-253W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/333/022/img/11022333_1.jpg?shrink=130:130&_v=20221102170925,AMD 라이젠3-1세대 2200G (레이븐 릿지),47200원,N/A,AMD 라이젠3-1세대,2018년 02월,라이젠3-1세대,AMD(소켓AM4),4코어,4스레드,,내장그래픽:탑재,1세대(Zen),2018 1분기 (2018-02-12),14nm,,3.5GHz,3.7GHz,2MB,4MB,64비트,65W,,,8레인,,,,AMD 라데온 Vega 8,1100MHz,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/824/037/img/32037824_1.jpg?shrink=130:130&_v=20240125174048,인텔 코어i9-14세대 14900 (랩터레이크 리프레시),861080원,5.0,인텔(제조사 웹사이트 바로가기),2024년 01월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:탑재,,2024 1분기,10nm(인텔7),,2.0GHz,5.8GHz,,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,192GB,"5600, 3200MHz",2,인텔 UHD 770,"1,650MHz",○,,,정품,인텔 기본쿨러 포함,2242,39575,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-14세대,DMI4.0 8 GT/s,65-219W,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/472/640/img/18640472_1.jpg?shrink=130:130&_v=20240311175819,인텔 코어i9-13세대 13900 (랩터레이크),855750원,5.0,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:탑재,,2023 1분기,10nm(인텔7),,2.0GHz,5.6GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,인텔 UHD 770,"1,650MHz",○,,,정품,인텔 기본쿨러 포함,2187,37457,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-13세대,DMI4.0 8 GT/s,65-219W,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/128/214/img/17214128_1.jpg?shrink=130:130&_v=20220608180958,AMD 라이젠5-3세대 4600G (르누아르),200000원,4.8,AMD(제조사 웹사이트 바로가기),2022년 06월,라이젠5-3세대,AMD(소켓AM4),6코어,12스레드,DDR4,내장그래픽:탑재,3세대(Zen2),2020 3분기,7nm,,3.7GHz,4.2GHz,3MB,8MB,64비트,65W,,PCIe3.0,,,3200MHz,2,AMD 라데온 그래픽 7,"1,900MHz",○,,,멀티팩(정품),Wraith Stealth 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,,,,,,
//img.danawa.com/prod_img/500000/358/024/img/11024358_1.jpg?shrink=130:130&_v=20200429161847,AMD 라이젠5-3세대 3600X (마티스),85080원,N/A,AMD(제조사 웹사이트 바로가기),2019년 07월,라이젠5-3세대,AMD(소켓AM4),6코어,12스레드,DDR4,내장그래픽:미탑재,3세대(Zen2),2019 3분기,7nm,,3.8GHz,4.4GHz,3MB,32MB,64비트,95W,,PCIe4.0,16레인,,3200MHz,2,,,○,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/686/517/img/7517686_1.jpg?shrink=130:130&_v=20200429104538,인텔 코어i7-9세대 9700KF (커피레이크-R),211000원,4.7,인텔(제조사 웹사이트 바로가기),2019년 03월,,인텔(소켓1151v2),8코어,8스레드,DDR4,내장그래픽:미탑재,,2019 1분기,14nm,,3.6GHz,4.9GHz,,12MB,64비트,95W,,,16레인,128GB,2666MHz,2,,,,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-9세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/248/565/img/7565248_1.jpg?shrink=130:130&_v=20200429104047,인텔 코어i5-9세대 9600KF (커피레이크-R),99540원,4.7,인텔(제조사 웹사이트 바로가기),2019년 03월,,인텔(소켓1151v2),6코어,6스레드,DDR4,내장그래픽:미탑재,,2019 1분기,14nm,,3.7GHz,4.6GHz,,9MB,64비트,95W,,,16레인,128GB,2666MHz,2,,,,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-9세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/887/594/img/15594887_1.jpg?shrink=130:130&_v=20230227100135,인텔 코어i9-12세대 12900K (엘더레이크),599200원,4.8,인텔(제조사 웹사이트 바로가기),2021년 11월,,인텔(소켓1700),P8+E8코어,16+8스레드,"DDR5, DDR4",내장그래픽:탑재,,2021 4분기,10nm(인텔7),,3.2GHz,5.2GHz,14MB,30MB,64비트,125~241W,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,인텔 UHD 770,"1,550MHz",○,,,정품,미포함,2044,27746,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-12세대,DMI4.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/751/401/img/5401751_1.jpg?shrink=130:130&_v=20200515132402,AMD 라이젠5-1세대 1400 (서밋 릿지),31750원,N/A,AMD 라이젠5-1세대,2017년 08월,라이젠5-1세대,AMD(소켓AM4),4코어,8스레드,DDR4,내장그래픽:미탑재,1세대(Zen),,14nm,,3.2GHz,3.4GHz,2MB,8MB,64비트,65W,,,16레인,,,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/225/725/img/18725225_1.jpg?shrink=130:130&_v=20240311175550,인텔 코어i9-13세대 13900KS (랩터레이크),911400원,5.0,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:탑재,,2023 1분기,10nm(인텔7),,3.2GHz,6.0GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,인텔 UHD 770,"1,650MHz",○,,,정품,미포함,2336,40316,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-13세대,DMI4.0 8 GT/s,150-253W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/374/039/img/18039374_1.jpg?shrink=130:130&_v=20230623104755,인텔 코어i7-13세대 13700K (랩터레이크),880420원,4.8,인텔(제조사 웹사이트 바로가기),2022년 10월,,인텔(소켓1700),P8+E8코어,16+8스레드,"DDR5, DDR4",내장그래픽:탑재,,2022 4분기,10nm(인텔7),,3.4GHz,5.4GHz,24MB,30MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,인텔 UHD 770,"1,600MHz",○,,,정품,미포함,2093,29522,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i7-13세대,DMI4.0 8 GT/s,125-253W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/257/491/img/13491257_1.jpg?shrink=130:130&_v=20220203154225,AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),1339990원,5.0,AMD(제조사 웹사이트 바로가기),2021년 03월,라이젠 스레드리퍼 PRO,AMD(소켓sWRX8),16코어,32스레드,DDR4,내장그래픽:미탑재,3세대(Zen2),2021 1분기,7nm,,3.9GHz,4.3GHz,8MB,64MB,64비트,280W,,PCIe4.0,128레인,2TB,3200MHz,8,,,○,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/399/039/img/32039399_1.jpg?shrink=130:130&_v=20240109095641,인텔 프로세서 300 (랩터레이크 리프레시),148460원,3.0,인텔(제조사 웹사이트 바로가기),2024년 01월,,인텔(소켓1700),P2코어,4스레드,"DDR5, DDR4",내장그래픽:탑재,,2024 1분기,10nm(인텔7),,3.9GHz,,,6MB,64비트,,,,,192GB,"4800, 3200MHz",,인텔 UHD 710,"1,450MHz",○,,,,,1480,4003,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,프로세서,DMI4.0 8 GT/s,46W,,○,,,,○,,,,
//img.danawa.com/prod_img/500000/701/037/img/32037701_1.jpg?shrink=130:130&_v=20240125174113,인텔 코어i9-14세대 14900F (랩터레이크 리프레시),840570원,5.0,인텔(제조사 웹사이트 바로가기),2024년 01월,,인텔(소켓1700),P8+E16코어,16+16스레드,"DDR5, DDR4",내장그래픽:미탑재,,2024 1분기,10nm(인텔7),,2.0GHz,5.8GHz,32MB,36MB,64비트,,,"PCIe5.0, 4.0",16+4레인,192GB,"5600, 3200MHz",2,,,○,,,정품,인텔 기본쿨러 포함,2232,39577,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-14세대,DMI4.0 8 GT/s,65-219W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/735/401/img/5401735_1.jpg?shrink=130:130&_v=20221102171142,AMD 라이젠5-1세대 1500X (서밋 릿지),34030원,N/A,AMD 라이젠5-1세대,2017년 08월,라이젠5-1세대,AMD(소켓AM4),4코어,8스레드,DDR4,내장그래픽:미탑재,1세대(Zen),,14nm,,3.5GHz,3.7GHz,2MB,16MB,64비트,65W,,,16레인,,,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/783/570/img/17570783_1.jpg?shrink=130:130&_v=20220801100144,AMD 라이젠 스레드리퍼 PRO 5995WX (샤갈 프로),7990450원,5.0,AMD(제조사 웹사이트 바로가기),2022년 08월,라이젠 스레드리퍼 PRO,AMD(소켓sWRX8),64코어,128스레드,DDR4,내장그래픽:미탑재,4세대(Zen3),2022 1분기,7nm,,2.7GHz,4.5GHz,32MB,256MB,64비트,280W,,PCIe4.0,128레인,2TB,3200MHz,8,,,○,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/551/308/img/11308551_1.jpg?shrink=130:130&_v=20210917090403,인텔 코어i5-10세대 10400 (코멧레이크S),303980원,4.8,인텔(제조사 웹사이트 바로가기),2020년 05월,,인텔(소켓1200),6코어,12스레드,DDR4,내장그래픽:탑재,,2020 2분기,14nm,,2.9GHz,4.3GHz,,12MB,64비트,65W,,PCIe3.0,16레인,128GB,2666MHz,2,인텔 UHD 630,"1,100MHz",○,,,정품,인텔 기본쿨러 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-10세대,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/013/530/img/5530013_1.jpg?shrink=130:130&_v=20200707162436,인텔 코어i7-8세대 8700 (커피레이크),525660원,4.7,인텔 코어i7-8세대,2017년 10월,,인텔(소켓1151v2),6코어,12스레드,DDR4,내장그래픽:탑재,,2017 4분기,14nm,,3.20GHz,4.60GHz,,12MB,64비트,65W,,,16레인,64GB,2666MHz,2,인텔 UHD 630,"1,200MHz",○,,,정품,인텔 기본쿨러 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-8세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/319/640/img/18640319_1.jpg?shrink=130:130&_v=20240311180024,인텔 코어i5-13세대 13500 (랩터레이크),343000원,4.9,인텔(제조사 웹사이트 바로가기),2023년 01월,,인텔(소켓1700),P6+E8코어,12+8스레드,"DDR5, DDR4",내장그래픽:탑재,,2023 1분기,10nm(인텔7),,2.5GHz,4.8GHz,11.5MB,24MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"4800, 3200MHz",2,인텔 UHD 770,"1,550MHz",○,,,정품,인텔 기본쿨러 포함,1866,20651,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-13세대,DMI4.0 8 GT/s,65-154W,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/214/405/img/11405214_1.jpg?shrink=130:130&_v=20210916175945,인텔 펜티엄 골드 G6400 (코멧레이크S),97430원,4.9,인텔(제조사 웹사이트 바로가기),2020년 05월,,인텔(소켓1200),2코어,4스레드,DDR4,내장그래픽:탑재,,2020 2분기,14nm,,4.0GHz,,,4MB,64비트,58W,,PCIe3.0,16레인,128GB,2666MHz,2,인텔 UHD 610,"1,050MHz",○,,,정품,인텔 기본쿨러 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,펜티엄 골드,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/805/565/img/5565805_1.jpg?shrink=130:130&_v=20200515133045,AMD 라이젠7-1세대 1700 (서밋 릿지),68600원,N/A,AMD 라이젠7-1세대,2017년 10월,라이젠7-1세대,AMD(소켓AM4),옥타(8) 코어,16스레드,DDR4,내장그래픽:미탑재,1세대(Zen),,14nm,,3.0GHz,3.7GHz,4MB,16MB,64비트,65W,,,16레인,,,,,,,,,해외구매,Wraith Spire(LED) 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/831/038/img/18038831_1.jpg?shrink=130:130&_v=20240311180347,인텔 코어i5-13세대 13600KF (랩터레이크),658000원,4.9,인텔(제조사 웹사이트 바로가기),2022년 10월,,인텔(소켓1700),P6+E8코어,12+8스레드,"DDR5, DDR4",내장그래픽:미탑재,,2022 4분기,10nm(인텔7),,3.5GHz,5.1GHz,20MB,24MB,64비트,,,"PCIe5.0, 4.0",16+4레인,128GB,"5600, 3200MHz",2,,,○,,,정품,미포함,1801,23478,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-13세대,DMI4.0 8 GT/s,125-181W,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/596/026/img/11026596_1.jpg?shrink=130:130&_v=20200429161925,AMD 라이젠7-3세대 3800X (마티스),140050원,N/A,AMD(제조사 웹사이트 바로가기),2019년 07월,라이젠7-3세대,AMD(소켓AM4),8코어,16스레드,DDR4,내장그래픽:미탑재,3세대(Zen2),2019 3분기,7nm,,3.9GHz,4.5GHz,4MB,32MB,64비트,105W,,PCIe4.0,16레인,,3200MHz,2,,,○,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/082/036/img/11036082_1.jpg?shrink=130:130&_v=20200515133134,AMD 라이젠7-2세대 2700 (피나클 릿지),69940원,N/A,AMD 라이젠7-2세대,2018년 04월,라이젠7-2세대,AMD(소켓AM4),옥타(8) 코어,16스레드,DDR4,내장그래픽:미탑재,2세대(Zen+),2018 2분기,12nm,,3.2GHz,4.1GHz,4MB,16MB,64비트,65W,,,16레인,,2933MHz,,,,,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,○,,,,,
//img.danawa.com/prod_img/500000/988/187/img/10187988_1.jpg?shrink=130:130&_v=20200429110215,인텔 코어X-시리즈 i9-10940X (캐스케이드레이크),1287430원,5.0,인텔(제조사 웹사이트 바로가기),2019년 12월,,인텔(소켓2066),14코어,28스레드,DDR4,내장그래픽:미탑재,,2019 4분기,14nm,,3.3GHz,4.6GHz,,19.25MB,,165W,,PCIe3.0,48레인,256GB,2933MHz,4,,,○,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어X-시리즈,,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/667/020/img/6020667_1.jpg?shrink=130:130&_v=20200707163244,인텔 코어i5-8세대 8500 (커피레이크),456800원,4.7,인텔 코어i5-8세대,2018년 04월,,인텔(소켓1151v2),6코어,6스레드,DDR4,내장그래픽:탑재,,2018 1분기,14nm,,3.0GHz,4.1GHz,,9MB,64비트,65W,,,16레인,64GB,2666MHz,2,인텔 UHD 630,"1,100MHz",,,,정품,인텔 기본쿨러 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-8세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/981/529/img/5529981_1.jpg?shrink=130:130&_v=20200707162633,인텔 코어i7-8세대 8700K (커피레이크),599800원,4.7,인텔 코어i7-8세대,2017년 10월,,인텔(소켓1151v2),6코어,12스레드,DDR4,내장그래픽:탑재,,2017 4분기,14nm,,3.70GHz,4.70GHz,,12MB,64비트,95W,,,16레인,64GB,2666MHz,2,인텔 UHD 630,"1,200MHz",○,,,정품,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-8세대),DMI3.0 8 GT/s,,,,,,,,,○,,
