url,Name,Price,Rating,제조회사,등록년월,사용 장치,제품 분류,메모리 규격,메모리 용량,동작클럭(대역폭),램타이밍,동작전압,램개수,온다이ECC,,히트싱크,높이,적합성평가인증,안전확인인증,두께,LED 라이트,XMP3.0,EXPO,방열판 색상,LED색상,AURA SYNC,MYSTIC LIGHT,RGB FUSION,CORSAIR iCUE,POLYCHROME,XPG RGB,온도센서,클럭드라이버,XMP,RGB SYNC,ECC,REG,유통회사,RAZER CHROMA,TT RGB PLUS,T-FORCE BLITZ,G.SKILL Lighting
//img.danawa.com/prod_img/500000/117/695/img/21695117_1.jpg?shrink=130:130&_v=20230724093144,GeIL DDR5-5200 CL42 PRISTINE V,59000원,N/A,GeIL(제조사 웹사이트 바로가기),2023년 07월,데스크탑용,DDR5,DIMM(UDIMM),16GB,5200MHz (PC5-41600),CL42-42-42-84,1.10V,1개,○,,미포함,31.3mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/674/116/img/11116674_1.jpg?shrink=130:130&_v=20230621161852,PATRIOT DDR4-3600 CL18 VIPER STEEL,93290원,5.0,PATRIOT(제조사 웹사이트 바로가기),2020년 04월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,1개,,,방열판,44.4mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,,,실버/그레이,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/008/875/img/16875008_1.jpg?shrink=130:130&_v=20220420161953,G.SKILL DDR5-5600 CL30 TRIDENT Z5 RGB J 패키지,348990원,5.0,G.SKILL(제조사 웹사이트 바로가기),2022년 04월,데스크탑용,DDR5,DIMM(UDIMM),64GB,5600MHz (PC5-44800),CL30-36-36-89,1.25V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/085/020/img/20020085_1.jpg?shrink=130:130&_v=20230503172849,G.SKILL DDR5-8000 CL40 TRIDENT Z5 RGB J 실버 패키지,418990원,N/A,G.SKILL(제조사 웹사이트 바로가기),2023년 05월,데스크탑용,DDR5,DIMM(UDIMM),48GB,8000MHz (PC5-64000),CL40-48-48-128,1.35V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,실버,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/999/134/img/18134999_1.jpg?shrink=130:130&_v=20221027164327,TeamGroup T-Force DDR5-6000 CL30 Delta RGB 패키지,170000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-36-36-76,1.35V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/400/914/img/68914400_1.jpg?shrink=130:130&_v=20241106152400,ADATA DDR5-6000 CL30 LANCER 블랙 패키지 서린,339990원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-40-40,1.35V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8mm,,○,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/463/724/img/75724463_1.jpg?shrink=130:130&_v=20250207165916,G.SKILL DDR5-6000 CL30 RIPJAWS M5 NEO RGB 블랙 패키지,187210원,N/A,G.SKILL(제조사 웹사이트 바로가기),2025년 02월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-38-38-96,1.35V,2개,○,,,41mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/512/004/img/7004512_1.jpg?shrink=130:130&_v=20200821132737,타무즈 노트북 DDR4-2666 CL19,31350원,4.8,타무즈(제조사 웹사이트 바로가기),2019년 01월,노트북용,DDR4,SO-DIMM,16GB,2666MHz (PC4-21300),CL19,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/908/875/img/16875908_1.jpg?shrink=130:130&_v=20220509131038,G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 화이트 패키지,344000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2022년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-40-40-96,1.35V,2개,○,,방열판,33mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,화이트,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/575/504/img/57504575_1.jpg?shrink=130:130&_v=20241031131526,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 코잇,77830원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 06월,데스크탑용,DDR5,DIMM(UDIMM),16GB,6000MHz (PC5-48000),CL30-40-40,1.35V,1개,○,,방열판,33.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.8mm,,○,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/173/135/img/18135173_1.jpg?shrink=130:130&_v=20221027165129,TeamGroup T-Force DDR5-7200 CL34 Delta RGB 화이트 패키지,209000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-42-42-84,1.40V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/898/341/img/74341898_1.jpg?shrink=130:130&_v=20250114181638,TeamGroup T-Force DDR5-8000 CL38 XTREEM ARGB 화이트 패키지 서린,403740원,N/A,TeamGroup(제조사 웹사이트 바로가기),2025년 01월,데스크탑용,DDR5,DIMM(UDIMM),48GB,8000MHz (PC5-64000),CL38-49-49-84,1.40V,2개,○,,방열판,48.5mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8.2mm,○,○,,화이트,RGB,○,○,○,,○,,,,,○,,,,,,,
//img.danawa.com/prod_img/500000/608/036/img/18036608_1.jpg?shrink=130:130&_v=20221019081412,G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 패키지,219000원,4.6,G.SKILL(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6800MHz (PC5-54400),CL34-45-45-108,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/147/540/img/6540147_1.jpg?shrink=130:130&_v=20231113182440,G.SKILL DDR4-2666 CL19 AEGIS,36620원,4.9,G.SKILL,2018년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,2666MHz (PC4-21300),CL19-19-19-43,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/617/050/img/31050617_1.jpg?shrink=130:130&_v=20231211151256,G.SKILL 노트북 DDR5-4800 CL40 RIPJAWS,127000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2023년 12월,노트북용,DDR5,SO-DIMM,16GB,4800MHz (PC5-38400),CL40-39-39-76,1.10V,1개,○,,미포함,30mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/295/723/img/13723295_1.jpg?shrink=130:130&_v=20250421170425,OLOy DDR4-3600 CL18 BLADE RGB White 패키지 올로코리아,68280원,4.8,OLOy(제조사 웹사이트 바로가기),2021년 03월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL18-20-20-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,화이트,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/184/037/img/81037184_1.jpg?shrink=130:130&_v=20250415160038,ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 서린,132000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL36-38-38,1.35V,2개,○,,방열판,33.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.8mm,,○,○,화이트,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/900/134/img/18134900_1.jpg?shrink=130:130&_v=20221214075624,TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지 서린,299990원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL36-36-36-76,1.20V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/424/192/img/16192424_1.jpg?shrink=130:130&_v=20220114143358,G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 패키지,153990원,5.0,G.SKILL(제조사 웹사이트 바로가기),2022년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL36-36-36-96,1.35V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/141/915/img/68915141_1.jpg?shrink=130:130&_v=20241021172441,ADATA DDR5-6400 CL32 LANCER RGB 블랙 패키지 서린,176990원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL32-39-39,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8mm,○,○,○,블랙,RGB,○,○,○,,○,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/131/351/img/30351131_1.jpg?shrink=130:130&_v=20231207095427,PATRIOT DDR5-7000 CL32 VIPER VENOM RGB 패키지,184980원,N/A,PATRIOT(제조사 웹사이트 바로가기),2023년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7000MHz (PC5-56000),CL32-48-48-96,1.45V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,○,,,
//img.danawa.com/prod_img/500000/593/571/img/4571593_1.jpg?shrink=130:130&_v=20200821132145,G.SKILL DDR4-3200 CL16 RIPJAWS V VK,124000원,4.9,G.SKILL,2016년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,1개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,블랙,,,,,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/997/390/img/46390997_1.jpg?shrink=130:130&_v=20241031155100,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,336500원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 04월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6000MHz (PC5-48000),CL30-40-40,1.35V,2개,○,,방열판,40mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.86mm,○,○,○,화이트,RGB,,,,,,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/987/546/img/20546987_1.jpg?shrink=130:130&_v=20230614174117,TeamGroup T-CREATE DDR5-6400 CL32 EXPERT 화이트 패키지 서린,160000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2023년 06월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL32-39-39-84,1.35V,2개,○,,방열판,32mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,,,화이트,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/666/838/img/4838666_1.jpg?shrink=130:130&_v=20210702151234,타무즈 DDR3-1600 CL11,14840원,4.7,타무즈,2017년 01월,데스크탑용,DDR3,DIMM(UDIMM),8GB,1600MHz (PC3-12800),CL11,1.50V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/398/720/img/72720398_1.jpg?shrink=130:130&_v=20241211124844,G.SKILL DDR5-8400 CL40 TRIDENT Z5 CK 패키지,498990원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 12월,데스크탑용,DDR5,CUDIMM,48GB,8400MHz (PC5-67200),CL40-52-52-134,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,블랙,,,,,,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/878/151/img/56151878_1.jpg?shrink=130:130&_v=20240712132617,G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 블랙 패키지,358990원,5.0,G.SKILL(제조사 웹사이트 바로가기),2024년 06월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-40-40-96,1.35V,2개,○,,,41mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/270/368/img/33368270_1.jpg?shrink=130:130&_v=20240213095509,OLOy DDR5-6000 CL32 BLADE RGB Black 패키지,373290원,N/A,OLOy(제조사 웹사이트 바로가기),2024년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL32-38-38-76,1.35V,2개,○,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/081/546/img/4546081_1.jpg?shrink=130:130&_v=20200821133403,타무즈 노트북 DDR4-2133 CL15,23460원,4.7,타무즈,2016년 10월,노트북용,DDR4,SO-DIMM,8GB,2133MHz (PC4-17000),CL15-15-15-36,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/644/720/img/72720644_1.jpg?shrink=130:130&_v=20241211130143,G.SKILL DDR5-8800 CL42 TRIDENT Z5 CK RGB 패키지,579000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 12월,데스크탑용,DDR5,CUDIMM,48GB,8800MHz (PC5-70400),CL42-55-55-140,1.45V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,블랙,RGB,○,○,○,,○,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/710/151/img/56151710_1.jpg?shrink=130:130&_v=20240712132507,G.SKILL DDR5-5600 CL30 RIPJAWS M5 RGB 화이트 패키지,338990원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 06월,데스크탑용,DDR5,DIMM(UDIMM),64GB,5600MHz (PC5-44800),CL30-36-36-89,1.25V,2개,○,,,41mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/492/368/img/33368492_1.jpg?shrink=130:130&_v=20240213095810,OLOy DDR5-6400 CL32 BLADE RGB White 패키지,379010원,5.0,OLOy(제조사 웹사이트 바로가기),2024년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL32-38-38-76,1.35V,2개,○,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/524/980/img/67980524_1.jpg?shrink=130:130&_v=20241002172300,G.SKILL DDR5-6000 CL28 TRIDENT Z5 NEO RGB J 화이트 패키지,229000원,5.0,G.SKILL(제조사 웹사이트 바로가기),2024년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL28-36-36-96,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/533/931/img/17931533_1.jpg?shrink=130:130&_v=20221005102213,G.SKILL DDR5-6000 CL36 FLARE X5 J 패키지,147200원,4.5,G.SKILL(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL36-36-36-96,1.35V,2개,○,,방열판,33mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/776/036/img/81036776_1.jpg?shrink=130:130&_v=20250415153807,ADATA DDR5-5600 CL46 LANCER BLADE 화이트 서린,62990원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL46-45-45,1.10V,1개,○,,방열판,33.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.8mm,,○,○,화이트,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/468/794/img/15794468_1.jpg?shrink=130:130&_v=20211126151704,G.SKILL DDR4-4000 CL18 TRIDENT Z ROYAL 실버 패키지,169000원,5.0,G.SKILL(제조사 웹사이트 바로가기),2021년 11월,데스크탑용,DDR4,DIMM(UDIMM),32GB,4000MHz (PC4-32000),CL18-22-22-42,1.40V,2개,,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,실버/그레이,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/455/589/img/4589455_1.jpg?shrink=130:130&_v=20200821132145,G.SKILL DDR4-3200 CL16 TRIDENT ZSW 패키지,94990원,5.0,G.SKILL,2016년 10월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/667/218/img/71218667_1.jpg?shrink=130:130&_v=20241114125323,G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 화이트 패키지,158110원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 11월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL36-36-36-96,1.35V,2개,○,,,41mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/437/639/img/21639437_1.jpg?shrink=130:130&_v=20231114151453,G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB 화이트 패키지,368800원,5.0,G.SKILL(제조사 웹사이트 바로가기),2023년 07월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6000MHz (PC5-48000),CL30-40-40-96,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/587/720/img/72720587_1.jpg?shrink=130:130&_v=20241211125928,G.SKILL DDR5-8200 CL40 TRIDENT Z5 CK RGB 패키지,428990원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 12월,데스크탑용,DDR5,CUDIMM,48GB,8200MHz (PC5-65600),CL40-52-52-131,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,블랙,RGB,○,○,○,,○,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/510/341/img/30341510_1.jpg?shrink=130:130&_v=20231206174429,PATRIOT DDR5-7200 CL34 VIPER VENOM 패키지,169980원,N/A,PATRIOT(제조사 웹사이트 바로가기),2023년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-42-42-84,1.45V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/330/368/img/33368330_1.jpg?shrink=130:130&_v=20240213095706,OLOy DDR5-6000 CL32 BLADE RGB White 패키지,367340원,N/A,OLOy(제조사 웹사이트 바로가기),2024년 01월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6000MHz (PC5-48000),CL32-38-38-76,1.35V,2개,○,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/256/845/img/17845256_1.jpg?shrink=130:130&_v=20230116145254,TeamGroup DDR5-4800 CL40 Elite Plus 실버 서린,123990원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 09월,데스크탑용,DDR5,DIMM(UDIMM),16GB,4800MHz (PC5-38400),CL40-40-40-77,1.10V,1개,○,,방열판,31.25mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,6.6mm,,,,실버/그레이,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/286/717/img/3717286_1.jpg?shrink=130:130&_v=20200821132145,G.SKILL DDR4-3200 CL16 TRIDENT Z 패키지,94990원,5.0,G.SKILL,2016년 01월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3200MHz (PC4-25600),CL16,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/998/107/img/19107998_1.jpg?shrink=130:130&_v=20240703142103,CORSAIR DDR5-5600 CL40 VENGEANCE BLACK 패키지,810000원,5.0,CORSAIR(제조사 웹사이트 바로가기),2023년 02월,데스크탑용,DDR5,DIMM(UDIMM),96GB,5600MHz (PC5-44800),CL40-40-40-77,1.25V,2개,○,,방열판,35mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/613/571/img/4571613_1.jpg?shrink=130:130&_v=20200821132145,G.SKILL DDR4-3200 CL16 RIPJAWS V VKB 패키지,99000원,4.7,G.SKILL,2016년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,블랙,,,,,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/171/915/img/68915171_1.jpg?shrink=130:130&_v=20241021172323,ADATA DDR5-8000 CL40 LANCER RGB 블랙 패키지 서린,380000원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 10월,데스크탑용,DDR5,DIMM(UDIMM),48GB,8000MHz (PC5-64000),CL40-48-48,1.45V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8mm,○,○,○,블랙,RGB,○,○,○,,○,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/369/860/img/42860369_1.jpg?shrink=130:130&_v=20240321142703,PATRIOT DDR5-5200 CL42 SIGNATURE,115230원,N/A,PATRIOT(제조사 웹사이트 바로가기),2024년 03월,데스크탑용,DDR5,DIMM(UDIMM),8GB,5200MHz (PC5-41600),CL42-42-42-84,1.10V,1개,○,,미포함,32mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,2mm,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/525/341/img/30341525_1.jpg?shrink=130:130&_v=20231206174407,PATRIOT DDR5-7400 CL36 VIPER VENOM 패키지,171980원,5.0,PATRIOT(제조사 웹사이트 바로가기),2023년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7400MHz (PC5-59200),CL36-44-44-110,1.50V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/913/341/img/74341913_1.jpg?shrink=130:130&_v=20250114181604,TeamGroup T-Force DDR5-7200 CL34 XTREEM ARGB 화이트 패키지 서린,328930원,N/A,TeamGroup(제조사 웹사이트 바로가기),2025년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-42-42-84,1.40V,2개,○,,방열판,48.5mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8.2mm,○,○,,화이트,RGB,○,○,○,,○,,,,,○,,,,,,,
//img.danawa.com/prod_img/500000/900/390/img/9390900_1.jpg?shrink=130:130&_v=20241022144830,ESSENCORE KLEVV DDR4-2666 CL19 파인인포,76020원,4.9,ESSENCORE KLEVV,2019년 08월,데스크탑용,DDR4,DIMM(UDIMM),4GB,2666MHz (PC4-21300),CL19-19-19-43,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
