url,Name,Price,Rating,제조회사,등록년월,제품분류,폼팩터,인터페이스,프로토콜,용량,메모리 타입,낸드 구조,RAM 탑재,RAM 타입,컨트롤러,순차읽기,순차쓰기,읽기IOPS,쓰기IOPS,TRIM,GC,SLC캐싱,S.M.A.R.T,DEVSLP,,AES 암호화,전용 S/W,MTBF,TBW,게임기 호환,5년,제한보증,NVMe 방열판,가로,세로,두께,무게,적합성평가인증,안전확인인증,ECC,HMB,마이그레이션,관리기능,3년,데이터 복구 3년,유통회사,RGB/LED,NVMe 방열판 타입,상세분류,크기 변환,M.2 (2230),M.2 (2242),M.2 (2260),M.2 (2280),용도 구분,보관(장착) 개수,공정,블랙,제품재질,2.5형(6.4cm),데이터 복구 1년,RGB컨트롤,인터페이스 변환,전원공급,3.5형(8.9cm),충격보호,옐로우,그린,블루,퍼플,화이트,그레이,보조전원,지원 두께,Mini SATA(mSATA),잠금장치,컨버터 연결지원,방수,실버,7년,UASP 지원,1년,M.2 (22110),기타,PLP,1.8형(4.6cm),2년,레드,10년,맥북 업그레이드용,오렌지
//img.danawa.com/prod_img/500000/590/331/img/9331590_1.jpg?shrink=130:130&_v=20240417182612,HP EX950 M.2 NVMe,171530원,4.8,HP(제조사 웹사이트 바로가기),2019년 08월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,DRAM 탑재,DDR3 1GB,기타,"3,500MB/s","2,900MB/s",410K,370K,○,,○,○,,,,,200만시간,650TB,,○,○,방열판 미포함,80mm,22mm,3.8mm,최대 5.4g,R-R-tro-BWS-R001인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/797/498/img/30498797_1.jpg?shrink=130:130&_v=20231207124951,TERACLE T450 M.2 NVMe,185000원,5.0,TERACLE(제조사 웹사이트 바로가기),2023년 12월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,DRAM 탑재,,Innogrit IG5236,"7,400MB/s","6,400MB/s","1,000K",800K,○,○,○,○,,,,○,250만시간,600TB,PS5 호환,○,○,방열판 미포함,80mm,22mm,3mm,7.1g,R-R-TEr-T450인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/976/946/img/15946976_1.jpg?shrink=130:130&_v=20211221150632,SK하이닉스 BC711 M.2 NVMe 병행수입,114230원,4.9,SK하이닉스(제조사 웹사이트 바로가기),2021년 12월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,TLC(기타),,DRAM 탑재,,기타,"3,500MB/s","3,100MB/s",520K,530K,,,,,,,,,,,,,,방열판 미포함,,,,,R-R-HNX-BC711M280S인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/782/116/img/79116782_1.jpg?shrink=130:130&_v=20250403161359,라이트컴 COMS BF468 M.2 to SATA 컨버터,4200원,N/A,라이트컴(제조사 웹사이트 바로가기),2025년 04월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,101mm,48mm,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,M.2→2.5형,,○,○,○,SSD전용,최대 1개,,○,,,,,SATA→SATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/171/225/img/35225171_1.jpg?shrink=130:130&_v=20241127163726,강원전자 넷메이트 M.2 NVMe to PCIe 카드 (NM-SRBM2),6720원,4.7,강원전자(제조사 웹사이트 바로가기),2024년 02월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,방열판 미포함,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,M.2→PCIe 카드,○,○,○,○,SSD전용,최대 2개,,,,,,,PCIe→PCIe(NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/332/546/img/27546332_1.jpg?shrink=130:130&_v=20230811092304,J&A LEVEN JP600 LARES M.2 NVMe,139000원,4.0,J&A(제조사 웹사이트 바로가기),2023년 08월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,,,실리콘모션,"2,100MB/s","1,800MB/s",,,,,,○,,,,,150만시간,"1,000TB",,,○,방열판 미포함,80mm,22mm,3mm,6g,R-R-ja1-JM600M2인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/499/006/img/11006499_1.jpg?shrink=130:130&_v=20200521171814,디오테라 ROIPLE DOVE SSD,76340원,4.8,디오테라(제조사 웹사이트 바로가기),2020년 04월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,,,실리콘모션 SM2258XT,560MB/s,530MB/s,,,○,,,○,○,,,,200만시간,,,,,,100.2mm,69.8mm,7mm,80g,R-R-dtR-ROIPLE-FLASH인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/075/349/img/8349075_1.jpg?shrink=130:130&_v=20240417182632,마이크론 1300 SSD,57000원,4.8,마이크론(제조사 웹사이트 바로가기),2019년 06월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,DRAM 탑재,DDR3 1GB,마벨 88SS1074,530MB/s,520MB/s,90K,87K,,○,,○,○,,○,○,150만시간,300TB,,,○,,100mm,69mm,7mm,,R-R-MU2-MTFDDAKXXXTDL인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/087/545/img/12545087_1.jpg?shrink=130:130&_v=20230302183423,엠씨케이글로벌 OUTTON MK-500 LITE SSD,67970원,4.6,엠씨케이글로벌,2020년 10월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,기타,550MB/s,500MB/s,260K,270K,,,,○,,,,,100만시간,400TB,,,○,,100.1mm,69.9mm,7mm,45g,R-R-MKg-OUTTON-MK-500인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/125/649/img/1649125_1.jpg?shrink=130:130&_v=20210405132939,라이트컴 COMS 3.5인치 HDD 케이스,2090원,4.5,라이트컴 COMS,2012년 04월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,보관케이스,,,,,,HDD전용,최대 1개,,,플라스틱,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/382/115/img/5115382_1.jpg?shrink=130:130&_v=20191104171755,이지넷유비쿼터스 USB 2.0 to SATA/IDE 컨트롤러 (NEXT-218SATAIDE NEW),16200원,4.6,이지넷유비쿼터스,2017년 04월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,98mm,66mm,21.5mm,52g,MSIP-REI-NXT-NEXT-218SATANE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,3.5/2.5형→USB A타입,,,,,"SSD, HDD겸용",최대 1개,,○,,○,,,SATA/IDE→USB2.0,,○,,,,,,,,○,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/937/645/img/4645937_1.jpg?shrink=130:130&_v=20171011172053,ORICO 2.5 변환 SSD 가이드 (1125SS),9800원,4.6,ORICO,2016년 11월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,147mm,101mm,20mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 가이드,2.5형→3.5형,,,,,"SSD, HDD겸용",최대 1개,,○,플라스틱,○,,,SATA3→SATA3,,,,,,,,,,,7~12.5mm,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/064/912/img/6912064_1.jpg?shrink=130:130&_v=20181220172605,EVERCOOL COOLMARKER 5.25베이 HDD/SSD 가이드,1400원,4.5,EVERCOOL(제조사 웹사이트 바로가기),2018년 12월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 가이드,2.5/3.5형→5.25형,,,,,"SSD, HDD겸용",최대 2개,,,,○,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/845/978/img/12978845_1.jpg?shrink=130:130&_v=20230718092728,Lite-On CL1-8D M.2 NVMe 벌크,16900원,4.8,Lite-On(제조사 웹사이트 바로가기),2020년 12월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,256GB,,,,,기타,"2,200MB/s","1,600MB/s",,,,,,,,,,,,,,,,방열판 미포함,80mm,22mm,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/123/357/img/65357123_1.jpg?shrink=130:130&_v=20240904173620,비즈텍 TREAVE VN300 M.2 NVMe,152480원,4.0,비즈텍(제조사 웹사이트 바로가기),2024년 09월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,,,기타,"5,200MB/s","4,800MB/s",450K,470K,○,○,○,○,○,,,,100만시간,"1,400TB",,,○,방열판 미포함,,,2.3mm,5g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/895/641/img/62641895_1.jpg?shrink=130:130&_v=20241223183518,KingBank KP200 Plus M.2 NVMe 해외구매,59800원,N/A,KingBank(제조사 웹사이트 바로가기),2024년 08월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,512GB,,3D낸드,DRAM 탑재,DDR4 512MB,기타,"7,100MB/s","5,200MB/s",,,○,○,○,○,,,,,,300TB,PS5 호환,,,방열판 미포함,80mm,22mm,2.5mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/753/063/img/7063753_1.jpg?shrink=130:130&_v=20200513172521,삼성전자 PM981 M.2 NVMe 벌크,68790원,4.8,삼성전자,2017년 12월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,512GB,TLC(기타),3D낸드,DRAM 탑재,,삼성 Phoenix,"3,000MB/s","1,800MB/s",최대 270K,최대 420K,,,○,,,,,,,,,,,방열판 미포함,80mm,22mm,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/027/932/img/3932027_1.jpg?shrink=130:130&_v=20190307171727,이지넷유비쿼터스 USB 3.0 2.5형 SSD/HDD SATA3 컨트롤러 (NEXT-415MU3),5600원,4.5,이지넷유비쿼터스,2016년 03월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSIP-REI-NXT-NEXT-425U3인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,2.5형→USB A타입,,,,,"SSD, HDD겸용",최대 1개,,,,○,,,SATA3→USB3.x 5Gbps,,,,,,,,○,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/569/238/img/7238569_1.jpg?shrink=130:130&_v=20220830162126,삼성전자 970 EVO Plus M.2 NVMe 병행수입,231600원,4.8,삼성전자,2019년 01월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 1GB,삼성 Phoenix,"3,500MB/s","3,300MB/s",600K,550K,○,○,,○,○,,○,,150만시간,600TB,,,,방열판 미포함,80.15mm,22.15mm,2.38mm,최대 8g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/363/012/img/6012363_1.jpg?shrink=130:130&_v=20250403104623,삼성전자 PM981 M.2 NVMe 병행수입,137940원,4.7,삼성전자,2018년 03월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,DRAM 탑재,,삼성 Phoenix,"3,000MB/s","1,800MB/s",최대 270K,최대 420K,,,○,,,,,,,,,,,방열판 미포함,80mm,22mm,,,MSIP-REM-SEC-MZ-VLB1T00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/278/427/img/71427278_1.jpg?shrink=130:130&_v=20241118164024,COLORFUL CN700 PRO M.2 NVMe 디앤디컴,169730원,N/A,COLORFUL(제조사 웹사이트 바로가기),2024년 11월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,1TB,TLC(기타),3D낸드,,,Maxiotek,"7,000MB/s","6,000MB/s",,,○,,,○,,,,,,,PS5 호환,,,방열판 미포함,,,3mm,,R-R-DND-CLF-CN700P인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,○,,디앤디컴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/905/807/img/15807905_1.jpg?shrink=130:130&_v=20240821161253,이메이션 Z991 M.2 NVMe,195900원,4.9,이메이션(제조사 웹사이트 바로가기),2021년 11월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,1TB,,3D낸드,DRAM 탑재,DDR4 1GB,기타,"7,000MB/s","5,500MB/s",,,○,,,○,,,,,160만시간,,PS5 호환,○,,방열판 미포함,80mm,22mm,2.15mm,,R-R-OJN-Z9X1인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/217/997/img/12997217_1.jpg?shrink=130:130&_v=20240104173113,삼성전자 980 PRO M.2 NVMe 병행수입,258990원,4.8,삼성전자,2020년 12월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3c,1TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 1GB,삼성 Elpis,"7,000MB/s","5,000MB/s","1,000K","1,000K",○,○,○,○,○,,○,○,150만시간,600TB,PS5 호환,,,방열판 미포함,80.15mm,22.15mm,2.38mm,최대 9g,R-R-SEC-MZ-V8P1T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/222/081/img/14081222_1.jpg?shrink=130:130&_v=20250310133616,트랜센드 MTE240S M.2 NVMe,106990원,N/A,트랜센드(제조사 웹사이트 바로가기),2021년 05월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,3D낸드,,,기타,"4,500MB/s","4,000MB/s",370K,560K,○,,,○,,,,○,,"1,700TB",,○,○,방열판 포함,80mm,22mm,3.58mm,10g,R-R-TRD-MTE240인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/074/176/img/19176074_1.jpg?shrink=130:130&_v=20231128155956,트랜센드 MTE400S M.2 2242 NVMe,269000원,5.0,트랜센드(제조사 웹사이트 바로가기),2023년 02월,내장형SSD,M.2 (2242),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,,3D낸드,,,기타,"2,000MB/s","1,700MB/s",102K,275K,○,○,○,○,,,,○,200만시간,400TB,,○,○,방열판 미포함,42mm,22mm,2.23mm,5g,R-R-TRD-MTE400인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/353/739/img/4739353_1.jpg?shrink=130:130&_v=20171010122327,라이트컴 COMS mSATA to SATA 컨버터 (HB679),8550원,4.6,라이트컴 COMS,2016년 12월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm,70mm,7mm,45g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,mSATA→2.5형,,,,,SSD전용,최대 1개,,,알루미늄,,,,SATA3→SATA3,,,,,,,,,,,,○,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/182/343/img/17343182_1.jpg?shrink=130:130&_v=20240521142353,삼성전자 PM893 벌크,1219760원,4.6,삼성전자(제조사 웹사이트 바로가기),2022년 06월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,7.68TB,,,DRAM 탑재,,삼성 MKX,550MB/s,520MB/s,98K,30K,,,,,,,○,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/140/860/img/16860140_1.jpg?shrink=130:130&_v=20250108151139,이지넷유비쿼터스 NEXTU NEXT-M2290G2DC M.2 & SATA 클론 어댑터,54300원,5.0,이지넷유비쿼터스(제조사 웹사이트 바로가기),2022년 04월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-R-NXT-NEXT-M2290G2DC인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,M.2 NVMe & SATA→USB,○,○,○,○,"SSD, HDD겸용",최대 2개,,○,,○,,,PCIe(NVMe)&SATA3→USB3.1,외부전원필수,○,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/045/621/img/2621045_1.jpg?shrink=130:130&_v=20210405133012,라이트컴 COMS 3.5형 폴더접이식 HDD 케이스,3330원,4.6,라이트컴 COMS,2014년 05월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,163mm,117mm,30mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,보관케이스,,,,,,HDD전용,최대 1개,,○,플라스틱,,,,,,○,○,,○,○,,○,,,,,○,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/169/057/img/13057169_1.jpg?shrink=130:130&_v=20231109103421,삼성전자 870 QVO 병행수입,883970원,4.9,삼성전자(제조사 웹사이트 바로가기),2020년 06월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,8TB,QLC,3D낸드,DRAM 탑재,DDR4 8GB,삼성 MKX,560MB/s,530MB/s,98K,88K,○,○,○,○,○,,○,,150만시간,"2,880TB",,,,,100mm,69.85mm,6.8mm,57g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/285/656/img/75656285_1.jpg?shrink=130:130&_v=20250206134646,이메이션 XPro,75400원,N/A,이메이션(제조사 웹사이트 바로가기),2025년 02월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,기타,520MB/s,450MB/s,,,○,,,○,,,,,200만시간,,,,,,100mm,69mm,7mm,,R-R-OJN-XPRO인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/969/222/img/20222969_1.jpg?shrink=130:130&_v=20230920124611,Western Digital WD SN740 M.2 NVMe 벌크,51550원,4.7,Western Digital(제조사 웹사이트 바로가기),2023년 05월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,256GB,TLC(기타),3D낸드,,,WD,"4,000MB/s","2,000MB/s",270K,470K,,,,,,,,,175만시간,200TB,,,,방열판 미포함,80mm,22mm,2.3mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/233/550/img/17550233_1.jpg?shrink=130:130&_v=20240417182401,트랜센드 MSA230S mSATA,74990원,3.6,트랜센드(제조사 웹사이트 바로가기),2022년 07월,내장형SSD,Mini SATA(mSATA),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,DRAM 탑재,,기타,560MB/s,500MB/s,65K,85K,○,○,,○,,,,,200만시간,280 TB,,,○,,50.8mm,29.85mm,4.85mm,9g,R-R-TRD-MSA230S인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/649/461/img/77461649_1.jpg?shrink=130:130&_v=20250311172503,RiTEK RiDATA A801 M.2 NVMe 해외구매,144260원,4.5,RiTEK RiDATA,2025년 03월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,,3D낸드,,,기타,"5,000MB/s","4,800MB/s",,,,,○,,,,,,,,,,,방열판 미포함,80mm,22mm,2.3mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/501/680/img/27680501_1.jpg?shrink=130:130&_v=20231109190235,Lexar NM790 M.2 NVMe 해외구매,388160원,4.8,Lexar(제조사 웹사이트 바로가기),2023년 08월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 2.0,4TB,TLC(기타),3D낸드,,,기타,7.400MB/s,6.500MB/s,,,○,,○,○,,,,,150만시간,"3,000TB",PS5 호환,,,방열판 미포함,80mm,22mm,2.45mm,6g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/056/958/img/14958056_1.jpg?shrink=130:130&_v=20231128145449,SK하이닉스 BC711 M.2 NVMe 벌크,99900원,4.8,SK하이닉스(제조사 웹사이트 바로가기),2021년 08월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),,,,기타,"3,400MB/s","2,000MB/s",480K,450K,,,,,,,,,,,,,,방열판 미포함,80mm,22mm,2.23mm,8g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/163/508/img/57508163_1.jpg?shrink=130:130&_v=20250317101624,SK하이닉스 BC901 M.2 NVMe 벌크,21040원,4.8,SK하이닉스(제조사 웹사이트 바로가기),2024년 06월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,256GB,TLC(기타),3D낸드,,,기타,,,,,,,,,,,,,150만시간,,,,,방열판 미포함,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/877/730/img/3730877_1.jpg?shrink=130:130&_v=20171013150535,케이엘시스템 KLcom SATA to USB 2.0 컨버터 (KL-STU20),3700원,4.6,케이엘시스템 KLcom,2016년 01월,SSD/HDD 주변기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6mm,4.3mm,1.2mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,변환 컨버터,2.5형→USB A타입,,,,,"SSD, HDD겸용",최대 1개,,,,○,,,SATA2→USB2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/096/772/img/28772096_1.jpg?shrink=130:130&_v=20250123161845,HIKSEMI Wave Pro(P) M.2 NVMe,88500원,N/A,HIKSEMI,2023년 10월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,,,MAXIO MAP1202,"3,230MB/s","1,240MB/s",195K,210K,○,,,,,,,,150만시간,112TB,,○,○,방열판 미포함,,,,7g,R-R-HV6-HS-SSD-WAVE-P인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/444/460/img/28460444_1.jpg?shrink=130:130&_v=20240412230301,MSI SPATIUM M480 PRO M.2 NVMe 해외구매,376230원,4.6,MSI(제조사 웹사이트 바로가기),2023년 09월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,4TB,TLC(기타),3D낸드,DRAM 탑재,DDR4 2GB,E18,"7,400MB/s","7,000MB/s","1,000K","1,000K",○,,○,○,,,○,,160만시간,"3,000TB",PS5 호환,,,방열판 미포함,80mm,22mm,2.15mm,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
