url,Name,Price,Rating,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,작업부하량,소음(유휴/탐색),2년,,적합성평가인증,안전확인인증,헬륨충전,RV센서,사용보증,5년,데이터 복구 3년,S.M.A.R.T 지원,3년,SED,DSA,저전력,1년,ISE,데이터 복구 2년
//img.danawa.com/prod_img/500000/187/307/img/2307187_1.jpg?shrink=130:130&_v=20200528142457,Western Digital WD BLACK 7200/64M,215000원,4.8,Western Digital WD,2013년 11월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,164MB/s,CMR(PMR),,26.1mm,,29/30dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/629/295/img/6295629_1.jpg?shrink=130:130&_v=20200528134738,도시바 X300 7200/256M,394500원,4.9,도시바,2018년 07월,HDD (PC용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,CMR(PMR),,26.1mm,,34dB,○,,MSIP-REM-TSD-MG06ACA10TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,60만시간,,,,,,○,,,,
//img.danawa.com/prod_img/500000/412/700/img/12700412_1.jpg?shrink=130:130&_v=20220629143733,Seagate Exos 7E2000 SAS/7200/128M,588050원,N/A,Seagate(제조사 웹사이트 바로가기),2020년 11월,HDD (기업용),6.4cm(2.5인치),2TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 128MB,136MB/s,CMR(PMR),,15mm,550 TB/Y,28/32dB,,,MSIP-REM-STX-ST2000NX0253인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/489/038/img/8038489_1.jpg?shrink=130:130&_v=20200528130144,도시바 N300 7200/128M,257900원,4.9,도시바(제조사 웹사이트 바로가기),2019년 05월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,241MB/s,CMR(PMR),,26.1mm,180 TB/Y,33dB,,,MSIP-REM-TSD-MG04ACA600E인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,,,○,,○,,,,
//img.danawa.com/prod_img/500000/487/646/img/48646487_1.jpg?shrink=130:130&_v=20240620141711,Western Digital Ultrastar DC HC580 패키지 7200/512M WUH722424ALE6L4,7432000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 04월,HDD (기업용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-WDT-US7SAT240인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/252/985/img/6985252_1.jpg?shrink=130:130&_v=20200528124225,도시바 MG06A Enterprise 7200/256M,406410원,N/A,도시바(제조사 웹사이트 바로가기),2019년 01월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,237MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,MSIP-REM-TSD-MG06ACA10TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,○,,,,○,○,○,,,
//img.danawa.com/prod_img/500000/463/308/img/20308463_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC560 패키지 7200/512M WUH722020ALE6L4,5593000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/370/344/img/9344370_1.jpg?shrink=130:130&_v=20220816181740,Seagate SkyHawk 5400/64M,146000원,4.9,Seagate,2019년 08월,HDD (CCTV용),8.9cm(3.5인치),3TB,SATA3 (6Gb/s),"5,400RPM",메모리 64MB,180MB/s,CMR(PMR),플래터 2장,20.2mm,180 TB/Y,22/24dB,,,MSIP-REM-STX-SKR002인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/220/617/img/7617220_1.jpg?shrink=130:130&_v=20240620140944,Western Digital Ultrastar DC HC510 박스 패키지 7200/256M HUH721010ALE600,2150000원,4.3,Western Digital(제조사 웹사이트 바로가기),2019년 04월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3(6Gb/s),"7,200RPM",메모리 256MB,249MB/s,확인요망(PMR),플래터 8장,26.1mm,,20/36dB,,,MSIP-REM-HGJ-US7SAL100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/944/777/img/11777944_1.jpg?shrink=130:130&_v=20220629143412,Seagate Exos 7E8 SAS/7200/256M,389000원,N/A,Seagate(제조사 웹사이트 바로가기),2020년 07월,HDD (기업용),8.9cm(3.5인치),8TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,249MB/s,CMR(PMR),,26.1mm,,,,,R-R-STX-STL011인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/473/570/img/2570473_1.jpg?shrink=130:130&_v=20200528165915,도시바 MQ01ABF SATA2/5400/8M/노트북용,39790원,4.7,도시바,2014년 04월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA2(3Gb/s),"5,400RPM",메모리 8MB,,,,7mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/410/834/img/12834410_1.jpg?shrink=130:130&_v=20201203195520,Western Digital WD BLACK 7200/256M,556920원,5.0,Western Digital WD,2020년 12월,HDD (PC용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.1mm,,34/38dB,,,MSIP-REM-WDT-US7SAN6T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/792/480/img/20480792_1.jpg?shrink=130:130&_v=20230609104217,Seagate IronWolf 패키지 7200/256M ST12000VN0008,6060000원,N/A,Seagate,2023년 06월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,210MB/s,CMR(PMR),플래터 8장,26.11mm,180 TB/Y,20/28dB,,,R-RM-STX-STL006인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,○,○,○,,,,,,
//img.danawa.com/prod_img/500000/571/919/img/27919571_1.jpg?shrink=130:130&_v=20230831135823,Seagate Exos 7E8 7200/256M,199000원,N/A,Seagate(제조사 웹사이트 바로가기),2023년 08월,HDD (기업용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,226MB/s,CMR(PMR),,26.1mm,,,,,R-R-STX-STL010인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/326/270/img/63270326_1.jpg?shrink=130:130&_v=20240816135455,Seagate IronWolf Pro 패키지 7200/256M ST10000NT001,8880000원,N/A,Seagate,2024년 08월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL014인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/472/700/img/12700472_1.jpg?shrink=130:130&_v=20220629143808,Seagate Exos 7E2000 7200/128M,557070원,N/A,Seagate(제조사 웹사이트 바로가기),2020년 11월,HDD (기업용),6.4cm(2.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,136MB/s,CMR(PMR),,15mm,550 TB/Y,28/32dB,,,MSIP-REM-STX-ST2000NX0253인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/110/323/img/73323110_1.jpg?shrink=130:130&_v=20250401181953,Seagate IronWolf 패키지 7200/256M ST16000VN001,7740000원,N/A,Seagate,2024년 12월,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,210MB/s,CMR(PMR),플래터 9장,26.11mm,180 TB/Y,28/30dB,,,R-R-STX-STL008인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/310/834/img/19834310_1.jpg?shrink=130:130&_v=20230418164926,Seagate Exos X22 SAS/7200/512M,841820원,N/A,Seagate(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),22TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL025인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/091/071/img/32071091_1.jpg?shrink=130:130&_v=20240327124214,Western Digital Ultrastar DC HC580 7200/512M/해외구매,784970원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 01월,HDD (기업용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,,○,,,,,
//img.danawa.com/prod_img/500000/504/457/img/4457504_1.jpg?shrink=130:130&_v=20200528112851,도시바 DT01-V 5700/64M,105000원,4.7,도시바,2016년 09월,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"5,700RPM",메모리 64MB,,확인요망(PMR),,26.1mm,,22/24dB,,,KCC-REM-TSD-DT01ABA100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/596/572/img/3572596_1.jpg?shrink=130:130&_v=20250320193144,Western Digital WD Blue 7200/32M,74990원,4.7,Western Digital WD,2015년 11월,HDD (PC용),8.9cm(3.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 32MB,150MB/s,CMR(PMR),,26.1mm,,29/30dB,○,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/138/667/img/19667138_1.jpg?shrink=130:130&_v=20241023140434,Seagate IronWolf Pro 패키지 7200/256M ST4000NT001,1395000원,N/A,Seagate,2023년 04월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,250MB/s,CMR(PMR),플래터 3장,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/444/449/img/18449444_1.jpg?shrink=130:130&_v=20221208094542,Seagate IronWolf Pro 패키지 7200/256M ST16000NT001,2836000원,N/A,Seagate,2022년 12월,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,270MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL014인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/077/943/img/1943077_1.jpg?shrink=130:130&_v=20210319155448,HGST Travelstar Z7K500 7200/32M/노트북용,53960원,4.4,HGST,2013년 02월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 32MB,171MB/s,,,7mm,,23/24dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/147/936/img/2936147_1.jpg?shrink=130:130&_v=20200528100050,Western Digital WD Caviar Blue 7200/16M/리퍼비시,27500원,4.6,Western Digital WD,2012년 02월,HDD (리퍼비시),8.9cm(3.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 16MB,,CMR(PMR),,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/998/920/img/28920998_1.jpg?shrink=130:130&_v=20250409134221,Western Digital WD Purple Pro 7200/256M,555000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 10월,HDD (CCTV용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,245MB/s,CMR(PMR),,26.1mm,550 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/602/652/img/62652602_1.jpg?shrink=130:130&_v=20240807160658,Seagate IronWolf 패키지 7200/256M ST10000VN000,4550000원,N/A,Seagate,2024년 08월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,210MB/s,CMR(PMR),,26.11mm,180 TB/Y,28/30dB,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,○,,○,,,,,,
//img.danawa.com/prod_img/500000/036/566/img/3566036_1.jpg?shrink=130:130&_v=20200528111800,HGST Ultrastar 7K6000 7200/128M,289000원,5.0,HGST,2015년 11월,HDD (기업용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/860/458/img/55458860_1.jpg?shrink=130:130&_v=20240604194118,Seagate IronWolf Pro 패키지 7200/256M ST6000NT001,3032000원,N/A,Seagate,2024년 06월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,250MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/043/088/img/63088043_1.jpg?shrink=130:130&_v=20240813173547,Seagate IronWolf 패키지 5400/256M ST6000VN006,3588000원,N/A,Seagate,2024년 08월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,202MB/s,CMR(PMR),,26.11mm,180 TB/Y,26/28dB,,,R-R-STX-SKR007인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,○,,○,,,,,,
//img.danawa.com/prod_img/500000/756/129/img/50129756_1.jpg?shrink=130:130&_v=20240430180730,Seagate IronWolf Pro 7200/512M 패키지 ST22000NT001,13741000원,N/A,Seagate,2024년 04월,HDD (NAS용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.11mm,550 TB/Y,,,,R-R-STX-STL024인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/830/575/img/6575830_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 7200/256M,599990원,N/A,Western Digital WD,2018년 11월,HDD (CCTV용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,245MB/s,CMR(PMR),,26.1mm,360 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,150만시간,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/603/470/img/69470603_1.jpg?shrink=130:130&_v=20250204163608,Western Digital Ultrastar DC HC560 박스 패키지 7200/512M WUH722020BLE6L4,5680000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 10월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,○,,○,,,,
//img.danawa.com/prod_img/500000/216/354/img/3354216_1.jpg?shrink=130:130&_v=20210517173648,HGST Travelstar 7K1000 7200/32M/해외구매,98000원,N/A,HGST,2015년 08월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3(6Gb/s),"7,200RPM",메모리 32MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/211/114/img/79114211_1.jpg?shrink=130:130&_v=20250403132820,Seagate IronWolf 패키지 5400/256M ST8000VN002,4308000원,N/A,Seagate,2024년 10월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,202MB/s,CMR(PMR),플래터 5장,26.11mm,180 TB/Y,25/26dB,,,R-R-STX-SKR007인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,○,○,○,,,,,,
//img.danawa.com/prod_img/500000/792/449/img/18449792_1.jpg?shrink=130:130&_v=20221208100451,Seagate IronWolf Pro 패키지 7200/256M ST12000NT001,2436000원,N/A,Seagate,2022년 12월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,270MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL014인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/572/452/img/11452572_1.jpg?shrink=130:130&_v=20220629145552,Seagate Exos X16 SAS/7200/256M,579000원,N/A,Seagate(제조사 웹사이트 바로가기),2020년 06월,HDD (기업용),8.9cm(3.5인치),14TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,261MB/s,확인요망(PMR),플래터 9장,26.1mm,550 TB/Y,30/34dB,,,MSIP-REM-STX-STL004인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/980/230/img/13230980_1.jpg?shrink=130:130&_v=20240821132659,Seagate IronWolf 패키지 7200/256M ST8000VN004,1393000원,N/A,Seagate,2019년 08월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,210MB/s,CMR(PMR),플래터 5장,26.1mm,180 TB/Y,30/34dB,,,R-R-STX-STL010인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/236/736/img/9736236_1.jpg?shrink=130:130&_v=20220629145603,Seagate Exos X16 7200/256M,559000원,5.0,Seagate(제조사 웹사이트 바로가기),2019년 10월,HDD (기업용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,261MB/s,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,30/34dB,,,MSIP-REM-STX-STL004인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/056/127/img/5127056_1.jpg?shrink=130:130&_v=20240805110241,Western Digital WD Purple 5400/256M,539990원,N/A,Western Digital WD,2017년 05월,HDD (CCTV용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,210MB/s,CMR(PMR),,26.1mm,180 TB/Y,20/29dB,,,KCC-MSIP-REM-HGJ-US7SAJB00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/901/951/img/3951901_1.jpg?shrink=130:130&_v=20200528105319,Western Digital WD RED 5400/128M,319000원,4.7,Western Digital WD,2016년 04월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3(6Gb/s),"5,400RPM",메모리 128MB,178MB/s,CMR(PMR),,26mm,180 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/363/449/img/18449363_1.jpg?shrink=130:130&_v=20221208094001,Seagate IronWolf Pro 패키지 7200/256M ST18000NT001,2996000원,N/A,Seagate,2022년 12월,HDD (NAS용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,285MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL014인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/132/993/img/5993132_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 5400/128M,365000원,4.0,Western Digital WD,2018년 03월,HDD (CCTV용),8.9cm(3.5인치),8TB,SATA3(6Gb/s),"5,400RPM",메모리 128MB,178MB/s,CMR(PMR),,26.1mm,,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/477/305/img/72305477_1.jpg?shrink=130:130&_v=20241203162629,Seagate IronWolf Pro 패키지 7200/256M ST8000NT001,2195000원,N/A,Seagate,2024년 12월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,255MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/071/556/img/4556071_1.jpg?shrink=130:130&_v=20201120182508,Seagate BarraCuda 7200/32M,109560원,4.5,Seagate,2016년 10월,HDD (PC용),8.9cm(3.5인치),500GB,SATA3 (6Gb/s),"7,200RPM",메모리 32MB,210MB/s,TGMR,플래터 1장,20mm,55 TB/Y,22/23dB,○,,KCC-REM-STX-Barracuda인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/586/295/img/18295586_1.jpg?shrink=130:130&_v=20240730141853,Seagate IronWolf Pro 패키지 7200/256M ST20000NE000,13584000원,N/A,Seagate,2022년 10월,HDD (NAS용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,285MB/s,CMR(PMR),,26.11mm,300 TB/Y,28/32dB,,,R-R-STX-STL020인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,120만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/585/897/img/4897585_1.jpg?shrink=130:130&_v=20211019135023,HGST Deskstar NAS 패키지 7200/128M HDN726060ALE614,354000원,4.5,HGST,2017년 02월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,227MB/s,,,26.1mm,,,,,MSIP-REM-HGJ-US7SAK600인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,,,○,○,○,,,○,
//img.danawa.com/prod_img/500000/210/825/img/4825210_1.jpg?shrink=130:130&_v=20240731155139,Western Digital WD MOBILE Blue 5400/16M/노트북용,65550원,4.6,Western Digital WD,2015년 12월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3(6Gb/s),"5,400RPM",메모리 16MB,,CMR(PMR),,7mm,,17/22dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/788/106/img/3106788_1.jpg?shrink=130:130&_v=20200528144856,HGST Ultrastar 7K4000 7200/64M/해외구매,94890원,5.0,HGST,2015년 04월,HDD (기업용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,○,,,
//img.danawa.com/prod_img/500000/136/792/img/76792136_1.jpg?shrink=130:130&_v=20250224143824,Western Digital Ultrastar DC HC570 패키지 7200/512M WUH722222ALE6L4,6552000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 05월,HDD (기업용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 10장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/405/328/img/3328405_1.jpg?shrink=130:130&_v=20200528132237,HGST Deskstar 7K3000 7200/64M/해외구매,147720원,N/A,HGST,2015년 07월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/413/998/img/2998413_1.jpg?shrink=130:130&_v=20200528145232,HGST Ultrastar 7K6000 7200/128MB,350000원,N/A,HGST,2015년 02월,HDD (기업용),8.9cm(3.5인치),5TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,,,,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/860/971/img/3971860_1.jpg?shrink=130:130&_v=20200528133002,Western Digital WD RED Pro 7200/128M,355000원,4.6,Western Digital WD,2015년 11월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,226MB/s,CMR(PMR),,26mm,,29/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/306/491/img/3491306_1.jpg?shrink=130:130&_v=20200528132321,도시바 MC04ACA 7200/128M,317900원,4.8,도시바,2015년 10월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,170MB/s,확인요망(PMR),,26.1mm,180 TB/Y,,,,MSIP-REM-TSD-MG04ACP500E인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,80만시간,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/623/450/img/18450623_1.jpg?shrink=130:130&_v=20221208104008,Seagate IronWolf Pro 패키지 7200/256M ST2000NT001,796000원,N/A,Seagate,2022년 12월,HDD (NAS용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,226MB/s,CMR(PMR),,26.11mm,550 TB/Y,28/30dB,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,○,,,,,,,,
